id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words,,,
-,-,large choice of stran digital cameras explore contential stores for sale!,-,-,-,68.77,Standard,14th and 15th grade,16,11,1,4,,,
-,-,large choice of miniature prices explore car pro deals!,-,-,-,96.18,Very Easy,7th and 8th grade,11,9,1,2,,,
-,-,large choice of sony canal for sole explore card on the perfect fashion!,-,-,-,92.12,Very Easy,8th and 9th grade,16,13,1,3,,,
-,-,a huge selection of new sony the bargain hunt ends here!,-,-,-,85.69,Easy,3th and 4th grade,14,11,1,2,,,
-,-,large choice of sony car prices explore cardie flower shoes!,-,-,-,95.17,Very Easy,10th and 11th grade,12,10,1,1,,,
-,-,large choice of martin compuser. compare prices and beat the crunch!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,shopping discovery made simple. explore color dening shirts!,-,-,-,42.04,Difficult,11th and 12th grade,15,8,2,4,,,
-,-,shopping discovery made simple. explore samsung galaxy s4 price!,-,-,-,49.99,Difficult,13th and 14th grade,16,9,2,5,,,
-,-,large choice of star waterproof pro explore sans core card!,-,-,-,86.71,Easy,3th and 4th grade,13,10,1,1,,,
-,-,shopping discovery made simple. explore continents of the parts for sale!,-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,large choice of stan panties sexy series for men. compare prices and beat the crunch!,-,-,-,106.16,Other Value,7th and 8th grade,17,15,2,1,,,
-,-,large choice of microsoft stores explore sandals shoes!,-,-,-,71.82,Fairly Easy,10th and 11th grade,12,8,1,3,,,
-,-,large choice of sony parts. compare prices and beat the crunch!,-,-,-,108.19,Other Value,-1th and 0th grade,12,11,2,0,,,
-,-,shopping discovery made simple. explore canada sale!,-,-,-,42.54,Difficult,13th and 14th grade,13,7,2,4,,,
-,-,large choice of sony pro explore strang!,-,-,-,106.67,Other Value,-1th and 0th grade,8,7,1,1,,,
-,-,large choice of miniature politics explore collection tv!,-,-,-,46.44,Difficult,11th and 12th grade,14,8,1,4,,,
-,-,shopping discovery made simple. explore color design stores!,-,-,-,42.04,Difficult,11th and 12th grade,15,8,2,4,,,
-,-,large choice of michael jordan shoes explore season 3 price!,-,-,-,86.71,Easy,3th and 4th grade,13,10,1,2,,,
-,-,large choice of mini skirt. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,7th and 8th grade,13,11,2,1,,,
-,-,shopping discovery made simple. explore sony villa explore sony vicro!,-,-,-,49.48,Difficult,13th and 14th grade,18,10,2,5,,,
-,-,large choice of sanda car prices explore car performance online!,-,-,-,69.79,Standard,9th and 10th grade,15,10,1,4,,,
-,-,shopping discovery made simple. explore colon spray pants!,-,-,-,67.42,Standard,13th and 14th grade,13,8,2,3,,,
-,-,large choice of stand panties explore sony core cards!,-,-,-,104.64,Other Value,10th and 11th grade,10,9,1,1,,,
-,-,explore 200+ athletic shoes. slip into rock battery!,-,-,-,67.42,Standard,9th and 10th grade,13,8,2,3,,,
-,-,large choice of mini skirts online explore sansung galaxy s3!,-,-,-,69.79,Standard,11th and 12th grade,15,10,1,5,,,
-,-,large choice of sony price on sale. compare prices and beat the crunch!,-,-,-,107.18,Other Value,-1th and 0th grade,14,13,2,0,,,
-,-,shopping discovery made simple. explore contection set!,-,-,-,34.08,Difficult,12th and 13th grade,14,7,2,4,,,
-,-,shopping discovery made simple. explore sansung galaxy travel clothing!,-,-,-,33.07,Difficult,13th and 14th grade,18,9,2,7,,,
-,-,shopping discovery made simple. save on strench panties!,-,-,-,75.88,Fairly Easy,13th and 14th grade,12,8,2,2,,,
-,-,save on star windows boots!,-,-,-,100.24,Other Value,11th and 12th grade,6,5,1,1,,,
-,-,large choice of mani shoes explore card cards!,-,-,-,105.66,Other Value,5th and 6th grade,9,8,1,1,,,
-,-,"explore 5,000+ storage choices. save on tommy!",-,-,-,67.92,Standard,8th and 9th grade,11,7,2,4,,,
-,-,shopping discovery made simple. explore samsung galaxy s4 card!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,save on pira electric guitars!,-,-,-,66.4,Standard,5th and 6th grade,8,5,1,2,,,
-,-,shopping discovery made simple. explore color pants for men!,-,-,-,58.45,Fairly Difficult,9th and 10th grade,15,9,2,3,,,
-,-,shopping discovery made simple. explore sony corden price!,-,-,-,50.5,Fairly Difficult,13th and 14th grade,14,8,2,4,,,
-,-,large choice of sony color printers. compare prices and beat the crunch!,-,-,-,90.77,Very Easy,5th and 6th grade,15,12,2,1,,,
-,-,shopping discovery made simple. explore contential and the perfect!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,shopping discovery made simple. explore car outlet state!,-,-,-,50.5,Fairly Difficult,9th and 10th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore car price for man for sale!,-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,large choice of sony price english the bar. compare prices and beat the crunch!,-,-,-,106.67,Other Value,7th and 8th grade,16,14,2,1,,,
-,-,large choice of martin cameras explore samsung galaxy s4 print!,-,-,-,69.79,Standard,12th and 13th grade,15,10,1,5,,,
-,-,shopping discovery made simple. explore cardinal!,-,-,-,14.63,Very Confusing,12th and 13th grade,13,6,1,4,,,
-,-,large choice of stars power supplies. compare prices and beat the crunch!,-,-,-,90.77,Very Easy,5th and 6th grade,15,12,2,1,,,
-,-,large choice of star princess explore solica!,-,-,-,81.29,Easy,8th and 9th grade,10,7,1,2,,,
-,-,save on polo controller seasons!,-,-,-,66.4,Standard,27th and 28th grade,8,5,1,3,,,
-,-,shopping discovery made simple. explore soly condinent panties!,-,-,-,50.5,Fairly Difficult,13th and 14th grade,14,8,2,4,,,
-,-,large choice of marine for sale explore bluetooth prices for sale!,-,-,-,85.69,Easy,7th and 8th grade,14,11,1,3,,,
-,-,large choice of pink control explore samsung galaxy s4 price!,-,-,-,78.25,Fairly Easy,10th and 11th grade,14,10,1,4,,,
-,-,large choice of marine cards. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,7th and 8th grade,13,11,2,1,,,
-,-,shopping discovery made simple. explore canon cards!,-,-,-,59.46,Fairly Difficult,10th and 11th grade,12,7,2,3,,,
-,-,large choice of stars for sale explore sony car series for sale!,-,-,-,93.14,Very Easy,4th and 5th grade,14,12,1,2,,,
-,-,discover this season's top deals. 20% off contentor products from the perfect!,-,-,-,73.85,Fairly Easy,17th and 18th grade,18,12,2,4,,,
-,-,shopping discovery made simple. explore connection!,-,-,-,14.63,Very Confusing,12th and 13th grade,13,6,1,4,,,
-,-,save on polia flash colors panties!,-,-,-,90.77,Very Easy,1th and 2th grade,8,6,1,2,,,
-,-,shopping discovery made simple. explore carding compare for sale!,-,-,-,49.99,Difficult,10th and 11th grade,16,9,2,4,,,
-,-,shopping discovery made simple. explore color parks model!,-,-,-,42.04,Difficult,10th and 11th grade,15,8,2,4,,,
-,-,large choice of star panasonic sexy explore car online!,-,-,-,79.26,Fairly Easy,7th and 8th grade,13,9,1,3,,,
-,-,shopping discovery made simple. explore sony canada sales!,-,-,-,50.5,Fairly Difficult,13th and 14th grade,14,8,2,4,,,
-,-,large choice of sony park prices. compare prices and stores!,-,-,-,108.7,Other Value,-1th and 0th grade,11,10,2,0,,,
-,-,large choice of sony corder card. compare prices and beat the crunch!,-,-,-,107.69,Other Value,-1th and 0th grade,13,12,2,0,,,
-,-,shopping discovery made simple. explore sony valance!,-,-,-,59.46,Fairly Difficult,14th and 15th grade,12,7,2,3,,,
-,-,large choice of sount pro prices online. compare prices and beat the crunch!,-,-,-,98.72,Very Easy,4th and 5th grade,15,13,2,1,,,
-,-,large choice of sony car elite. compare prices and stores!,-,-,-,108.7,Other Value,-1th and 0th grade,11,10,2,0,,,
-,-,large choice of marican fire. compare prices and beat the crunch!,-,-,-,91.27,Very Easy,4th and 5th grade,14,11,2,1,,,
-,-,shopping discovery made simple. explore samsung!,-,-,-,31.55,Difficult,14th and 15th grade,12,6,1,4,,,
-,-,large choice of martin cameras explore car outlet!,-,-,-,71.82,Fairly Easy,11th and 12th grade,12,8,1,4,,,
-,-,large choice of striper seats price. compare prices and stores!,-,-,-,108.7,Other Value,-1th and 0th grade,11,10,2,0,,,
-,-,shopping discovery made simple. explore samsung galaxy s3 price!,-,-,-,49.99,Difficult,13th and 14th grade,16,9,2,5,,,
-,-,large choice of microsoft office explore string machine price!,-,-,-,62.34,Standard,7th and 8th grade,14,9,1,2,,,
-,-,large choice of manical football. compare prices and beat the crunch!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,shopping discovery made simple. explore continent street!,-,-,-,34.08,Difficult,-1th and 0th grade,14,7,2,4,,,
-,-,large choice of stan park moders. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,7th and 8th grade,14,12,2,1,,,
-,-,shopping discovery made simple. explore conticents power shoes!,-,-,-,33.58,Difficult,11th and 12th grade,16,8,2,4,,,
-,-,"save big on shies & boots. compare prices, product reviews.",-,-,-,83.83,Easy,6th and 7th grade,13,9,2,2,,,
-,-,large choice of south parts. compare prices and stores!,-,-,-,109.21,Other Value,-1th and 0th grade,10,9,2,0,,,
-,-,large choice of marine for sale. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,7th and 8th grade,14,12,2,1,,,
-,-,shopping discovery made simple. explore contentian connection parts!,-,-,-,33.58,Difficult,13th and 14th grade,16,8,2,5,,,
-,-,save on pink canada!,-,-,-,92.8,Very Easy,0th and 1th grade,5,4,1,1,,,
-,-,save on pink fight price!,-,-,-,117.16,Other Value,0th and 1th grade,5,5,1,0,,,
-,-,large choice of pink canalan explore bluetooth canada!,-,-,-,80.28,Easy,9th and 10th grade,11,8,1,3,,,
-,-,shopping discovery made simple. explore canada pro printers!,-,-,-,42.04,Difficult,13th and 14th grade,15,8,2,5,,,
-,-,shopping discovery made simple. explore canon card for sale!,-,-,-,66.91,Standard,7th and 8th grade,14,9,2,3,,,
-,-,shopping discovery made simple. explore car outdoor tools with coats!,-,-,-,66.4,Standard,19th and 20th grade,16,10,2,4,,,
-,-,large choice of maric comen shopping. compare prices and beat the crunch!,-,-,-,90.77,Very Easy,1th and 2th grade,15,12,2,2,,,
-,-,shipping discovery made simple. explore samsung pro 60 comen!,-,-,-,58.45,Fairly Difficult,12th and 13th grade,15,9,2,5,,,
-,-,shopping discovery made simple. explore coller shirts & books!,-,-,-,50.5,Fairly Difficult,9th and 10th grade,14,8,2,3,,,
-,-,explore 500+ pattern costumes. save on montage strap for sale!,-,-,-,83.32,Easy,5th and 6th grade,14,10,2,4,,,
-,-,save on samsung galaxy s3 parts!,-,-,-,90.77,Very Easy,2th and 3th grade,8,6,1,2,,,
-,-,explore 500+ ports & outdoors to sale. explore our highly rated by users.,-,-,-,73.85,Fairly Easy,8th and 9th grade,18,12,2,3,,,
-,-,large choice of marican football. compare prices and beat the crunch!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,shopping discovery made simple. explore sony varyey floter costume!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,shop for strange shirts. shopping discovery made simple.,-,-,-,75.88,Fairly Easy,13th and 14th grade,12,8,2,2,,,
-,-,shopping discovery made simple. explore card for seats!,-,-,-,67.42,Standard,8th and 9th grade,13,8,2,3,,,
-,-,shopping discovery made simple. explore samsung gamas sale!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,large choice of stars for sale explore sans nokia leather shoes!,-,-,-,102.61,Other Value,10th and 11th grade,12,11,1,1,,,
-,-,shopping discovery made simple. explore sans cards construments!,-,-,-,42.04,Difficult,11th and 12th grade,15,8,2,4,,,
-,-,large choice of microsoft sterling server. compare prices and beat the crunch!,-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3,,,
-,-,shopping discovery made simple. explore samsung gamaxy shirts!,-,-,-,50.5,Fairly Difficult,12th and 13th grade,14,8,2,4,,,
-,-,large choice of martin comparison computer bras. compare prices and beat the crunch!,-,-,-,73.34,Fairly Easy,7th and 8th grade,20,13,2,3,,,
-,-,large choice of marine for men. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,7th and 8th grade,14,12,2,1,,,
-,-,large choice of star with control explore samsung galaxy s3!,-,-,-,78.25,Fairly Easy,10th and 11th grade,14,10,1,4,,,
-,-,shopping discovery made simple. explore coller shoes!,-,-,-,59.46,Fairly Difficult,14th and 15th grade,12,7,2,3,,,
-,-,shopping discovery made simple. explore samsung party designs!,-,-,-,33.58,Difficult,28th and 29th grade,16,8,2,5,,,
-,-,large choice of mini street stockings. compare prices and beat the crunch!,-,-,-,90.77,Very Easy,6th and 7th grade,15,12,2,2,,,
-,-,shopping discovery made simple. explore conner camera price!,-,-,-,42.04,Difficult,13th and 14th grade,15,8,2,5,,,
-,-,shopping discovery made simple. explore sansung galaxy s4 camera!,-,-,-,41.53,Difficult,10th and 11th grade,17,9,2,6,,,
-,-,save on sater star pants!,-,-,-,117.16,Other Value,0th and 1th grade,5,5,1,0,,,
-,-,large choice of sound street. compare prices and beat the crunch!,-,-,-,108.19,Other Value,-1th and 0th grade,12,11,2,0,,,
-,-,shopping discovery made simple. explore canon parts!,-,-,-,59.46,Fairly Difficult,10th and 11th grade,12,7,2,3,,,
-,-,large choice of sony panties sexy. compare prices and stores!,-,-,-,108.7,Other Value,-1th and 0th grade,11,10,2,0,,,
-,-,large choice of star pants. compare prices and beat the crunch!,-,-,-,108.19,Other Value,-1th and 0th grade,12,11,2,0,,,
-,-,large choice of strang microsoft outlots seats. compare prices and beat the crunch!,-,-,-,90.26,Very Easy,10th and 11th grade,17,13,2,2,,,
-,-,shopping discovery made simple. explore car ones shoes!,-,-,-,67.42,Standard,8th and 9th grade,13,8,2,3,,,
-,-,shopping discovery made simple. explore sandar state shorts!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore sony car pro 16 star watch!,-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,large choice of south prices of the boy toys. compare prices and stores!,-,-,-,107.18,Other Value,-1th and 0th grade,14,13,2,0,,,
-,-,large choice of sony canada explore soly brass sets!,-,-,-,96.18,Very Easy,7th and 8th grade,11,9,1,2,,,
-,-,shopping discovery made simple. explore soly price controller sets!,-,-,-,58.45,Fairly Difficult,11th and 12th grade,15,9,2,4,,,
-,-,shopping discovery made simple. explore car on the port shirts!,-,-,-,74.86,Fairly Easy,6th and 7th grade,15,10,2,3,,,
-,-,large choice of strap for machine explore sony corden state online!,-,-,-,77.23,Fairly Easy,8th and 9th grade,15,11,1,3,,,
-,-,explore 240+ sports & contools. save on monter bag prices!,-,-,-,83.83,Easy,9th and 10th grade,13,9,2,3,,,
-,-,shopping discovery made simple. explore cardinan collection stores!,-,-,-,25.12,Very Confusing,-1th and 0th grade,17,8,2,5,,,
-,-,shopping discovery made simple. explore card contendor state figurine!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,shopping discovery made simple. explore contendor sony cards for sale!,-,-,-,66.4,Standard,9th and 10th grade,16,10,2,4,,,
-,-,large choice of marter card products. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,5th and 6th grade,14,12,2,1,,,
-,-,shopping discovery made simple. explore cardinan street!,-,-,-,34.08,Difficult,-1th and 0th grade,14,7,2,4,,,
-,-,"save on sexy shoes shoes. compare prices, product reviews.",-,-,-,92.29,Very Easy,6th and 7th grade,12,9,2,2,,,
-,-,shopping discovery made simple. explore sony vario card!,-,-,-,67.42,Standard,9th and 10th grade,13,8,2,3,,,
-,-,large choice of mini bike shop. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,7th and 8th grade,14,12,2,1,,,
-,-,large choice of strange street stockings. compare prices and stores!,-,-,-,100.24,Other Value,12th and 13th grade,12,10,2,1,,,
-,-,shopping discovery made simple. explore colon series online!,-,-,-,42.04,Difficult,13th and 14th grade,15,8,2,5,,,
-,-,large choice of stran stars explore solicone!,-,-,-,81.29,Easy,8th and 9th grade,10,7,1,2,,,
-,-,shopping discovery made simple. explore sandal shoes outlet!,-,-,-,42.04,Difficult,13th and 14th grade,15,8,2,5,,,
-,-,shopping discovery made simple. explore sony valve contene!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,discover this season's top deals. 20% off canana construction that machine!,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,shopping discovery made simple. explore car on samsung galaxy!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,save on parts mens projection!,-,-,-,83.32,Easy,5th and 6th grade,7,5,1,1,,,
-,-,save on sexy panties!,-,-,-,118.18,Other Value,0th and 1th grade,4,4,1,0,,,
-,-,shopping discovery made simple. explore sony car seas nike air force!,-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,3,,,
-,-,shopping discovery made simple. explore carding season 3!,-,-,-,42.04,Difficult,11th and 12th grade,15,8,2,4,,,
-,-,shopping discovery made simple. explore connection toys for sale!,-,-,-,49.99,Difficult,10th and 11th grade,16,9,2,4,,,
-,-,large choice of microsoft stockings season 3 tennis explore control comfortable parts!,-,-,-,42.38,Difficult,10th and 11th grade,21,12,1,5,,,
-,-,"explore 5,000+ t-shirts. deals on mini bar beats!",-,-,-,92.8,Very Easy,7th and 8th grade,10,8,2,2,,,
-,-,shopping discovery made simple. explore canon price lights!,-,-,-,67.42,Standard,14th and 15th grade,13,8,2,3,,,
-,-,shopping discovery made simple. explore collection star world!,-,-,-,42.04,Difficult,12th and 13th grade,15,8,2,4,,,
-,-,save on poloro file products!,-,-,-,100.24,Other Value,11th and 12th grade,6,5,1,1,,,
-,-,large choice of marines for sale. compare prices and beat the crunch!,-,-,-,107.69,Other Value,-1th and 0th grade,13,12,2,0,,,
-,-,large choice of michael johds. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,7th and 8th grade,13,11,2,1,,,
-,-,shopping discovery made simple. explore canadine cards for sale!,-,-,-,58.45,Fairly Difficult,10th and 11th grade,15,9,2,4,,,
-,-,large choice of man card explore transformer!,-,-,-,89.75,Easy,2th and 3th grade,9,7,1,2,,,
-,-,shopping discovery made simple. explore sans natue canada!,-,-,-,42.04,Difficult,13th and 14th grade,15,8,2,5,,,
-,-,large choice of sony canada explore sansung galaxy tablet!,-,-,-,79.26,Fairly Easy,3th and 4th grade,13,9,1,4,,,
-,-,shopping discovery made simple. explore solar short skints online!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,large choice of mini bikini pants. compare prices and beat the crunch!,-,-,-,90.77,Very Easy,4th and 5th grade,15,12,2,2,,,
-,-,shopping discovery made simple. explore samaton sale shoes!,-,-,-,42.04,Difficult,11th and 12th grade,15,8,2,4,,,
-,-,large choice of sony core. compare prices and stores!,-,-,-,109.21,Other Value,3th and 4th grade,10,9,2,0,,,
-,-,large choice of star watches sale. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,7th and 8th grade,14,12,2,1,,,
-,-,shopping discovery made simple. explore samsung galaxy s4 prodects!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,large choice of marines explore solicoption!,-,-,-,56.93,Fairly Difficult,9th and 10th grade,10,6,1,2,,,
-,-,large choice of microsoft sexy shoes. compare prices and beat the crunch!,-,-,-,90.77,Very Easy,5th and 6th grade,15,12,2,1,,,
-,-,shopping discovery made simple. explore contentic canada!,-,-,-,34.08,Difficult,14th and 15th grade,14,7,2,5,,,
-,-,shopping discovery made simple. explore sony card contenter!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore sony car products!,-,-,-,50.5,Fairly Difficult,13th and 14th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore cardier boots!,-,-,-,59.46,Fairly Difficult,12th and 13th grade,12,7,2,3,,,
-,-,shop 200+ allon market prices. save big on women's pants!,-,-,-,91.78,Very Easy,1th and 2th grade,13,10,2,2,,,
-,-,save on pink control cards!,-,-,-,100.24,Other Value,11th and 12th grade,6,5,1,1,,,
-,-,explore 500+ skin product choices. deals on tricks card!,-,-,-,92.29,Very Easy,8th and 9th grade,12,9,2,3,,,
-,-,shopping discovery made simple. explore samsung galaxy tablet 10!,-,-,-,49.99,Difficult,10th and 11th grade,16,9,2,5,,,
-,-,a huge selection of panasonic the bargain hunt ends here!,-,-,-,69.79,Standard,8th and 9th grade,15,10,1,3,,,
-,-,discover this season's top deals. 20% off compasion pants!,-,-,-,66.91,Standard,6th and 7th grade,14,9,2,2,,,
-,-,large choice of stranger stockings explore sandal camera products!,-,-,-,62.34,Standard,12th and 13th grade,14,9,1,5,,,
-,-,large choice of strap boots. compare prices and beat the crunch!,-,-,-,108.19,Other Value,-1th and 0th grade,12,11,2,0,,,
-,-,large choice of man flass camera. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,7th and 8th grade,14,12,2,1,,,
-,-,shopping discovery made simple. explore cardinal cards!,-,-,-,34.08,Difficult,12th and 13th grade,14,7,2,4,,,
-,-,shopping discovery made simple. explore sandal cards for sale!,-,-,-,58.45,Fairly Difficult,10th and 11th grade,15,9,2,4,,,
-,-,large choice of string marting. compare prices and stores!,-,-,-,92.29,Very Easy,9th and 10th grade,12,9,2,1,,,
,,,,,,,,,,,,,,Difficulty,count
,,,,,,,,,,,,,,Very Easy,24
,,,,,,,,,,,,,,Easy,12
,,,,,,,,,,,,,,Fairly Easy,6
,,,,,,,,,,,,,,Standard,8
,,,,,,,,,,,,,,Fairly Difficult,14
,,,,,,,,,,,,,,Difficult,22
,,,,,,,,,,,,,,Very Confusing,1
