id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words,,,
-,-,book your hotel in carring or online. no reservation costs. great rates.,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,"book at hotel la canara i-city, i-city. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,9th and 10th grade,20,12,2,4,,,
-,-,book a motel in contral contre.,-,-,-,73.85,Fairly Easy,1th and 2th grade,9,6,1,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,book a hotel near six flags area. save up to 50% on your reservation.,-,-,-,98.21,Very Easy,0th and 1th grade,17,14,2,1,,,
-,-,"book at the south beach, i-city. no reservation costs. great rates.",-,-,-,82.81,Easy,5th and 6th grade,15,11,2,2,,,
-,-,book your hotel in corth beach online. no reservation costs. great rates.,-,-,-,90.77,Very Easy,1th and 2th grade,16,12,2,2,,,
-,-,"book at the grand hotel & spa, i-city",-,-,-,64.37,Standard,5th and 6th grade,11,7,1,1,,,
-,-,best rates or refund + $50 coupon. book your san andos hotel today!,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,"save with expedia's price guarantee. save big on hotels in i-city, ca.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,4,,,
-,-,"book at the south beach hotel, i-city. no reservation costs. great rates.",-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,best rates or refund + $50 coupon. book your cordich hotel today!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,book a hotel near six san deals and save up to 50% on your reservation.,-,-,-,90.09,Very Easy,4th and 5th grade,18,15,1,1,,,
-,-,"best rates or refund + $50 coupon. save on hotels near salta mall, i-coun.",-,-,-,98.72,Very Easy,6th and 7th grade,16,13,2,2,,,
-,-,"book a motel in i-city, ca  no reservation costs. great rates.",-,-,-,68.77,Standard,8th and 9th grade,17,11,1,3,,,
-,-,"book at hotel le santo cana, i-city. no reservation costs. great rates.",-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,best rates or refund + $50 coupon. book your salace hotel today.,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,book a hotel in central santorini. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,book your hotel in corton online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,book a hotel near six flags station. save up to 50% on your reservation.,-,-,-,89.75,Easy,2th and 3th grade,18,14,2,2,,,
-,-,"book at the golden hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book a hotel near six salace station, i-city. save up to 50% on your reservation.",-,-,-,80.78,Easy,3th and 4th grade,21,15,2,3,,,
-,-,book a muxury hotel in cancn online. no reservation costs. great rates.,-,-,-,65.39,Standard,8th and 9th grade,19,12,2,4,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,"book at the sallort, i-city. no reservation costs. great rates.",-,-,-,74.86,Fairly Easy,6th and 7th grade,15,10,2,3,,,
-,-,book a hotel near parks station. save up to 50% on your reservation.,-,-,-,90.26,Very Easy,1th and 2th grade,17,13,2,2,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,book a motel in i-city. no reservation costs. great rates.,-,-,-,74.86,Fairly Easy,6th and 7th grade,15,10,2,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book a hotel near perrist street, i-city. save up to 50% on your reservation.",-,-,-,81.29,Easy,3th and 4th grade,20,14,2,3,,,
-,-,"book at hotel saint marina, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,8th and 9th grade,18,11,2,3,,,
-,-,book your hotel in carron online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"book at the santorina hotel, i-city. no reservation costs. great rates.",-,-,-,57.43,Fairly Difficult,9th and 10th grade,19,11,2,4,,,
-,-,"book a hostel in i-city, i-coun. no reservation costs. great rates!",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,book a hotel near perister meter park. save up to 50% on your reservation.,-,-,-,81.29,Easy,5th and 6th grade,20,14,2,3,,,
-,-,"book at transer hotel & suites, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,2,,,
-,-,"best rates or refund + $50 coupon. save on hotels in i-city, i-coun.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,"book at hotel la palace, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,2,,,
-,-,book your hotel in cortherl online. no reservation costs. great rates.,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,"book at the santarina hotel, i-city. no reservation costs. great rates.",-,-,-,57.43,Fairly Difficult,9th and 10th grade,19,11,2,4,,,
-,-,book your hotel in cancon ny online. no reservation costs. great rates.,-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3,,,
-,-,best rates or refund + $50 coupon on hotels in i-city.,-,-,-,69.79,Standard,8th and 9th grade,15,10,1,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book at the sands hotel, i-coty. no reservation costs. great rates.",-,-,-,82.81,Easy,8th and 9th grade,15,11,2,3,,,
-,-,"book at the grover palms hotel, i-city. no reservation costs. great rates.",-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3,,,
-,-,"book at hotel santo mara, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book a hotel near penniss city arena, i-city. get instant confirmation.",-,-,-,48.97,Difficult,7th and 8th grade,20,11,2,4,,,
-,-,"book at hotel santa carino resort, i-city. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,10th and 11th grade,20,12,2,5,,,
-,-,"save with expedia's price guarantee. book at hotel san juan, i-city. no reservation costs. great rates.",-,-,-,66.1,Standard,7th and 8th grade,25,16,3,4,,,
-,-,book your hotel in carlington online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,7th and 8th grade,17,11,2,3,,,
-,-,"book at the grand hotel & suites, i-city. no reservation costs. great rates.",-,-,-,73.85,Fairly Easy,6th and 7th grade,18,12,2,2,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your san francisco hotel today!,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,best rates or refund +$50 coupon. book your cancun hotel today!,-,-,-,82.81,Easy,3th and 4th grade,15,11,2,3,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,"best rates or refund + $50 coupon. save on hotels in i-city, i-coun.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,"book at hotel le corter i-city, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3,,,
-,-,book your hotel in corto ca online. no reservation costs. great rates.,-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3,,,
-,-,save with expedia's price guarantee. book a hotel in i-city on i-city,-,-,-,48.47,Difficult,7th and 8th grade,21,12,2,3,,,
-,-,"book your hotel in i-city, i-city online. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,6th and 7th grade,20,12,2,4,,,
-,-,book a hotel in central brick. no reservation costs. great rates.,-,-,-,82.81,Easy,7th and 8th grade,15,11,2,2,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,"book at the southerd, i-city. no reservation costs. great rates.",-,-,-,83.32,Easy,6th and 7th grade,14,10,2,2,,,
-,-,"book at hotel le carmen i-city, i-city. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,9th and 10th grade,20,12,2,4,,,
-,-,"book your hotel in i-city, i-city online. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,6th and 7th grade,20,12,2,4,,,
-,-,"book at the santa resort, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,9th and 10th grade,17,11,2,4,,,
-,-,"book at the golden hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"save with expedia's price guarantee. save on hotels in i-city, i-city.",-,-,-,48.97,Difficult,10th and 11th grade,20,11,2,5,,,
-,-,"best rates or refund + $50 coupon. save on hotels in i-city, i-coun.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,"book your hotel near san antental airport, i-city. no reservation costs",-,-,-,57.43,Fairly Difficult,9th and 10th grade,19,11,2,4,,,
-,-,"book at the grand hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,book at the grand hotel & cancon i-city. no reservation costs. great rates.,-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3,,,
-,-,best rates or refund + $50 coupon. book your cornington hotel today!,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book a hotel near six flags station, i-city. save up to 50% on your reservation.",-,-,-,80.78,Easy,5th and 6th grade,21,15,2,3,,,
-,-,"book at hotel san francisco, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,7th and 8th grade,18,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your sal casino resort today!,-,-,-,82.31,Easy,3th and 4th grade,17,12,2,4,,,
-,-,"book a hotel near six street station, i-city. save up to 50% on your reservation.",-,-,-,80.78,Easy,3th and 4th grade,21,15,2,3,,,
-,-,"save on hotels in i-city, i-coun.",-,-,-,73.85,Fairly Easy,17th and 18th grade,9,6,1,2,,,
-,-,"book at hotel leiser, malan. no reservation costs. great rates.",-,-,-,83.32,Easy,6th and 7th grade,14,10,2,2,,,
-,-,"book at hotel le saint germant, i-city. no reservation costs. great rates.",-,-,-,73.85,Fairly Easy,9th and 10th grade,18,12,2,3,,,
-,-,"book at hotel saint grams, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,2,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,"save on hotels in i-city, i-coun.",-,-,-,73.85,Fairly Easy,17th and 18th grade,9,6,1,2,,,
-,-,save with expedia's price guarantee. book a package to i-city.,-,-,-,57.94,Fairly Difficult,8th and 9th grade,17,10,2,3,,,
-,-,"book at hotel santa mara, playa del mar. no reservation costs. great rates.",-,-,-,90.26,Very Easy,4th and 5th grade,17,13,2,2,,,
-,-,"book at hotel la carmor, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"save on hotels in i-city, i-coun.",-,-,-,73.85,Fairly Easy,17th and 18th grade,9,6,1,2,,,
-,-,"book at hotel santa cari, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book at the santa course, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"book at hotel san front resort, pattoya beach. no reservation costs. great rates.",-,-,-,81.8,Easy,13th and 14th grade,18,13,2,3,,,
-,-,"book a hotel near six flags station, i-city. get instant confirmation.",-,-,-,57.43,Fairly Difficult,6th and 7th grade,19,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your car rental deals.,-,-,-,99.73,Very Easy,5th and 6th grade,13,11,2,1,,,
-,-,"book a hotel near santoric center, i-city. save up to 50% on your reservation.",-,-,-,72.83,Fairly Easy,6th and 7th grade,21,14,2,4,,,
-,-,best rates or refund + $50 coupon on hotels in saint marones i-coun.,-,-,-,84.68,Easy,6th and 7th grade,15,12,1,2,,,
-,-,"book at hotel san areno, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,2,,,
-,-,"best rates or refund + $50 coupon. save on hotels in i-city, i-coun.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,book your hotel in cancon new online. no reservation costs. great rates.,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,"book at hotel le carino, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book at the grand hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"book at the salama hotel & spi, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,5th and 6th grade,19,12,2,3,,,
-,-,"book at the grande hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"book at the grovers royal hotel, i-city. no reservation costs. great rates!",-,-,-,73.85,Fairly Easy,6th and 7th grade,18,12,2,3,,,
-,-,"book at hotel le santoria, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,3,,,
-,-,"best rates or refund + $50 coupon. save big on hotels in i-city, tn",-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3,,,
-,-,"book at the grand hotel & suites, i-city. no reservation costs. great rates.",-,-,-,73.85,Fairly Easy,6th and 7th grade,18,12,2,2,,,
-,-,"book at harbour hotel, i-city. no reservation costs. great rates.",-,-,-,66.4,Standard,10th and 11th grade,16,10,2,4,,,
-,-,"book at hotel saint marine, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,"book at hotel santa menia, i-coun. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,3,,,
-,-,"best rates or refund + $50 coupon. save on motels in i-city, i-coun.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,"find and compare exclusive deals on hotels in cornent city, ca and save big!",-,-,-,74.19,Fairly Easy,6th and 7th grade,19,14,1,3,,,
-,-,book your hotel in corning online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,3,,,
-,-,"save on hotels in i-city, i-coun.",-,-,-,73.85,Fairly Easy,17th and 18th grade,9,6,1,2,,,
-,-,best rates or refund +$50 coupon. book your cannon hotel today!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book at hotel san francisco, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,7th and 8th grade,18,11,2,3,,,
-,-,"book at the sallers hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,3,,,
-,-,"best rates or refund + $50 coupon. save on hotels in i-coun, fl.",-,-,-,90.77,Very Easy,1th and 2th grade,15,12,2,2,,,
-,-,best rates or refund + $50 coupon. book your san antonio hotel today!,-,-,-,73.85,Fairly Easy,6th and 7th grade,18,12,2,3,,,
-,-,secure value with expedias price guarantee. save big on hotels in i-city.,-,-,-,48.47,Difficult,10th and 11th grade,21,12,2,5,,,
-,-,"book at the grand hotel & spa, i-city. no reservation costs. great rates.",-,-,-,73.85,Fairly Easy,6th and 7th grade,18,12,2,2,,,
-,-,book a hotel in central bricks. no reservation costs. great rates.,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,save on your san andorica hotel with expedia today.,-,-,-,45.42,Difficult,8th and 9th grade,16,9,1,3,,,
-,-,"book at hotel lancale city center, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,4,,,
-,-,best rates or refund + $50 coupon. book your santa motel today!,-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,4,,,
-,-,"book at hotel le south beach, i-city. no reservation costs. great rates.",-,-,-,82.31,Easy,5th and 6th grade,17,12,2,2,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,"best rates or refund + $50 coupon. save on hotels in santa mara, i-coun",-,-,-,90.26,Very Easy,2th and 3th grade,17,13,2,3,,,
-,-,book your hotel in cancn online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"book at the soland, i-city. no reservation costs. great rates!",-,-,-,83.32,Easy,5th and 6th grade,14,10,2,2,,,
-,-,book a motel in i-city. no reservation costs. great rates.,-,-,-,74.86,Fairly Easy,6th and 7th grade,15,10,2,3,,,
-,-,book a hotel near perrice center. save up to 50% on your reservation.,-,-,-,81.8,Easy,1th and 2th grade,18,13,2,3,,,
-,-,"book a hotel near penristor street, i-city. get instant confirmation.",-,-,-,41.02,Difficult,8th and 9th grade,19,10,2,3,,,
-,-,"book at the grand hotel & suates, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3,,,
-,-,book a hotel near san arena station. save up to 50% on your reservation.,-,-,-,81.29,Easy,3th and 4th grade,19,14,2,3,,,
-,-,book your hotel in collington nc online. no reservation costs. great rates.,-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3,,,
-,-,"best rates or refund + $50 coupon on hotels in i-city, i-coun.",-,-,-,68.77,Standard,8th and 9th grade,16,11,1,3,,,
-,-,"book a hotel near park station, i-city. save up to 50% on your reservation.",-,-,-,81.29,Easy,5th and 6th grade,20,14,2,3,,,
-,-,"best rates or refund + $50 coupon. save on hotels in i-city, i-coun.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,"book at the sorrence, i-city. no reservation costs. great rates.",-,-,-,74.86,Fairly Easy,6th and 7th grade,15,10,2,3,,,
-,-,"book at hotel solani, i-city. no reservation costs. great rates.",-,-,-,74.86,Fairly Easy,6th and 7th grade,15,10,2,2,,,
-,-,"book at hotel santa mana, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book at the sallor hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,9th and 10th grade,17,11,2,4,,,
-,-,"book at hotel leinerton i-city, new zermant. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,17th and 18th grade,20,12,2,4,,,
-,-,"save on hotels in i-city, i-coun.",-,-,-,73.85,Fairly Easy,17th and 18th grade,9,6,1,2,,,
-,-,book your hotel in colomber nc online. no reservation costs. great rates.,-,-,-,90.77,Very Easy,1th and 2th grade,16,12,2,2,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your colonaino hotel today!,-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"book at hotel santa central, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,7th and 8th grade,18,11,2,4,,,
-,-,"book a hotel near perris square, i-city. get instant confirmation.",-,-,-,49.48,Difficult,7th and 8th grade,18,10,2,3,,,
-,-,"book at hotel la cancun, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"save on hotels in st. augustine, i-coun.",-,-,-,81.29,Easy,8th and 9th grade,10,7,1,2,,,
-,-,"book at the sort lake resort, i-city. no reservation costs. great rates.",-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
,,,,,,,,,,,,,,Difficulty,count
,,,,,,,,,,,,,,Very Easy,8
,,,,,,,,,,,,,,Easy,27
,,,,,,,,,,,,,,Fairly Easy,49
,,,,,,,,,,,,,,Standard,9
,,,,,,,,,,,,,,Fairly Difficult,3
,,,,,,,,,,,,,,Difficult,3
,,,,,,,,,,,,,,Very Confusing,0
