id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words,,,
-,-,book a hotel near the beach i-city saint airport. save up to 50% on your reservation.,-,-,-,80.28,Easy,5th and 6th grade,22,16,2,3,,,
-,-,"book a hotel near tainess convention center, i-city. get instant confirmation.",-,-,-,32.05,Difficult,10th and 11th grade,22,11,2,5,,,
-,-,"find and compare exclusive deals on hotels in i-city, i-city and save big!",-,-,-,58.28,Fairly Difficult,9th and 10th grade,21,13,1,4,,,
-,-,book your hotel in santa cana online. no reservation costs. great rates.,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,best rates or refund + $50 coupon. book hotels near i-city airport,-,-,-,74.35,Fairly Easy,7th and 8th grade,17,11,2,3,,,
-,-,book your hotel in i-city or online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,save with expedia's price guarantee. save on hotels in i-city i-coun,-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,"book at hotel metropole hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,book your hotel in i-city online,-,-,-,56.93,Fairly Difficult,17th and 18th grade,10,6,1,2,,,
-,-,book a hotel near the salace inn at the beach. save up to 50% on your reservation.,-,-,-,96.69,Very Easy,4th and 5th grade,20,17,2,1,,,
-,-,best rates or refund + $50 coupon. save big on hotels in i-city i-coun.,-,-,-,81.8,Easy,5th and 6th grade,18,13,2,3,,,
-,-,"book at hotel mettopoli, rome. no reservation costs. great rates.",-,-,-,83.32,Easy,11th and 12th grade,14,10,2,2,,,
-,-,book your hotel in sairt malton online. no reservation costs. great rates.,-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3,,,
-,-,save on tours in i-city i-coun. save big on tours & sightseeing!,-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,2,,,
-,-,secure value with expedias price guarantee. save on hotels in i-city i-city.,-,-,-,40.01,Difficult,10th and 11th grade,23,12,2,6,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,find exclusive deals on accommodations in i-coun and save big!,-,-,-,61.33,Standard,8th and 9th grade,16,10,1,2,,,
-,-,"book at hotel stone inn, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,2,,,
-,-,"book at the i-city hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,book your hotel in saint pattaya island online. no reservation costs. great rates.,-,-,-,73.34,Fairly Easy,7th and 8th grade,19,13,2,3,,,
-,-,"best rates or refund + $50 coupon. book your hotel in downtown i-city, i-city!",-,-,-,64.88,Standard,8th and 9th grade,21,13,2,3,,,
-,-,"book at hotel le i-city, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,8th and 9th grade,18,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city airport hotel today!,-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3,,,
-,-,best price guarantee. book your hotel in i-city online.,-,-,-,58.45,Fairly Difficult,9th and 10th grade,15,9,2,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,book your hotel in santa cara online. no reservation costs. great rates.,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,book a motel in i-city beach ca. no reservation costs. great rates.,-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"best rates or refund + $50 coupon. save on hotels in i-city, i-coun.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,book your hotel in i-city ma online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,"book at hotel stan city, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,2,,,
-,-,book your hotel in i-coun online. no reservation costs. great rates.,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,"book a hotel near i-city airport, nata. no reservation costs. great rates.",-,-,-,65.39,Standard,9th and 10th grade,19,12,2,4,,,
-,-,save with expedia's price guarantee. book hotels near i-city airport.,-,-,-,49.48,Difficult,11th and 12th grade,18,10,2,5,,,
-,-,book your hotel in saint marine online. no reservation costs. great rates.,-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3,,,
-,-,"book at hotel mall on the beach, i-city. no reservation costs. great rates.",-,-,-,81.8,Easy,10th and 11th grade,18,13,2,2,,,
-,-,"book a motel in i-city, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,book a motel in i-coun online. no reservation costs. great rates.,-,-,-,82.81,Easy,7th and 8th grade,15,11,2,3,,,
-,-,"book at the marbella hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,save with expedia's price guarantee. save big on hotels in i-city.,-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. save big on hotels in i-coun.,-,-,-,90.77,Very Easy,1th and 2th grade,15,12,2,2,,,
-,-,book your hotel in saint paterbaya or. no reservation costs. great rates.,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,2,,,
-,-,book a hotel near i-city airport. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,book your hotel in saint marbon online. no reservation costs. great rates.,-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3,,,
-,-,"book at hotel martin plaza, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,"book at the maritin hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,9th and 10th grade,17,11,2,4,,,
-,-,"save on hotels in i-city, i-coun.",-,-,-,73.85,Fairly Easy,17th and 18th grade,9,6,1,2,,,
-,-,book a hotel near i-city stadium. save up to 50% on your reservation.,-,-,-,73.34,Fairly Easy,4th and 5th grade,20,13,2,3,,,
-,-,book a motel near i-city station. save up to 50% on your reservation.,-,-,-,73.34,Fairly Easy,4th and 5th grade,19,13,2,4,,,
-,-,"best rates or refund + $50 coupon. save on hotels in san andre, i-coun",-,-,-,90.26,Very Easy,2th and 3th grade,17,13,2,3,,,
-,-,"book at hotel saint i-city, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,8th and 9th grade,18,11,2,3,,,
-,-,"book at trand hotel, i-city. no reservation costs. great rates.",-,-,-,74.86,Fairly Easy,6th and 7th grade,15,10,2,3,,,
-,-,book a hotel near i-city state upon tain. save up to 50% on your reservation.,-,-,-,80.78,Easy,5th and 6th grade,21,15,2,2,,,
-,-,best rates or refund + $50 coupon on hotels in i-city i-coun.,-,-,-,68.77,Standard,7th and 8th grade,16,11,1,3,,,
-,-,"book at the more hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,book a hotel near i-city airport.,-,-,-,56.93,Fairly Difficult,6th and 7th grade,10,6,1,2,,,
-,-,book your hotel in i-city ma online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,best rates or refund + $50 coupon. save on hotels in i-city airport.,-,-,-,73.85,Fairly Easy,17th and 18th grade,18,12,2,4,,,
-,-,"best rates or refund + $50 coupon. save on hotels in i-city, ca.",-,-,-,82.31,Easy,1th and 2th grade,17,12,2,3,,,
-,-,"book at hotel san lodge i-city, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book at travel park, i-city",-,-,-,66.4,Standard,4th and 5th grade,8,5,1,2,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,"book a hotel near the stadium, i-city. save up to 50% on your reservation.",-,-,-,72.83,Fairly Easy,4th and 5th grade,21,14,2,3,,,
-,-,book a motel in i-city county co. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,6th and 7th grade,18,12,2,3,,,
-,-,book your hotel in i-city ms online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,book a hotel near i-city airport. save up to 50% on your reservation.,-,-,-,73.34,Fairly Easy,4th and 5th grade,19,13,2,3,,,
-,-,"book at hotel stone county i-city, i-city. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,7th and 8th grade,20,12,2,3,,,
-,-,book a hotel near i-city state university. save up to 50% on your reservation.,-,-,-,64.37,Standard,6th and 7th grade,22,14,2,3,,,
-,-,find and compare exclusive deals on hotels in i-city and save big!,-,-,-,67.76,Standard,8th and 9th grade,18,12,1,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,"book at hotel marina plaza, marati. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,2,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book at the i-city hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,book your hotel in san arena online,-,-,-,81.29,Easy,3th and 4th grade,10,7,1,2,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,secure value with expedias price guarantee. save big on hotels in i-city.,-,-,-,48.47,Difficult,10th and 11th grade,21,12,2,5,,,
-,-,book a hotel near i-city stadium. save up to 50% on your reservation.,-,-,-,73.34,Fairly Easy,4th and 5th grade,20,13,2,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book at hotel maleton, i-city. no reservation costs. great rates.",-,-,-,66.4,Standard,8th and 9th grade,16,10,2,3,,,
-,-,book your hotel in saint marbor online. no reservation costs. great rates.,-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3,,,
-,-,"save with expedia's price guarantee. save on motels in i-city, i-coun.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,"save on tours in i-city, i-coun. save big on tours & sightseeing!",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,2,,,
-,-,secure value with expedias price guarantee save big on hotels in i-city.,-,-,-,42.38,Difficult,10th and 11th grade,21,12,1,5,,,
-,-,save on hotels in i-city i-city.,-,-,-,48.47,Difficult,11th and 12th grade,11,6,1,3,,,
-,-,"book a motel in i-coty, ca. no reservation costs. great rates",-,-,-,82.81,Easy,5th and 6th grade,15,11,2,3,,,
-,-,"book at the i-city hotel & spa, i-city. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,9th and 10th grade,20,12,2,3,,,
-,-,"book at the i-city park hotel, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,5th and 6th grade,19,12,2,4,,,
-,-,book your hotel in saint pattaya online. no reservation costs. great rates.,-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3,,,
-,-,book your hotel in i-city ma online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,save on hotels in i-city i-coun.,-,-,-,73.85,Fairly Easy,4th and 5th grade,9,6,1,2,,,
-,-,book a hotel in i-city i-city,-,-,-,48.47,Difficult,0th and 1th grade,11,6,1,1,,,
-,-,"save with expedia's price guarantee. save big on hotels in i-city, i-coun",-,-,-,65.39,Standard,5th and 6th grade,19,12,2,4,,,
-,-,"best rates or refund + $50 coupon. save on hotels in i-city, i-coun.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city airport hotel today!,-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3,,,
-,-,"book at the santa cara hotel, i-city. no reservation costs. great rates.",-,-,-,73.85,Fairly Easy,8th and 9th grade,18,12,2,4,,,
-,-,book a hotel near i-city square at anters. save up to 50% on your reservation.,-,-,-,80.78,Easy,12th and 13th grade,21,15,2,3,,,
-,-,"book a hotel near i-city airport, i-city. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,6th and 7th grade,20,12,2,4,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,find and compare exclusive deals on hotels in i-city and save big!,-,-,-,67.76,Standard,8th and 9th grade,18,12,1,3,,,
-,-,"book at hotel metropole, i-city. no reservation costs. great rates.",-,-,-,74.86,Fairly Easy,11th and 12th grade,15,10,2,2,,,
-,-,"sandos only resort on the beach, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,17th and 18th grade,19,12,2,4,,,
-,-,book your hotel in i-coun online. no reservation costs. great rates.,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,best rates or refund + $50 coupon. book your hotel in downtown i-city today!,-,-,-,73.34,Fairly Easy,7th and 8th grade,20,13,2,3,,,
-,-,book your hotel in san ciral beath online. no reservation costs. great rates.,-,-,-,90.26,Very Easy,1th and 2th grade,17,13,2,2,,,
-,-,"book at the monterey bangs resort, calmond beach. no reservation costs. great rates.",-,-,-,81.8,Easy,11th and 12th grade,18,13,2,4,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"best rates or refund + $50 coupon. save big on hotels in i-city, i-.ona today for the best rates!",-,-,-,90.77,Very Easy,1th and 2th grade,24,18,3,3,,,
-,-,"book at thi sands hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,best rates on the international hotel. plan your next trip with expedia.,-,-,-,65.39,Standard,5th and 6th grade,19,12,2,3,,,
-,-,book your hotel in santorand online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,7th and 8th grade,16,11,2,3,,,
-,-,book your hotel in saint minutes online. no reservation costs. great rates,-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3,,,
-,-,book your hotel in santa caraton online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,6th and 7th grade,18,12,2,4,,,
-,-,"book at the i-city park hotel, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,5th and 6th grade,19,12,2,4,,,
-,-,"book at hotel saint marina, i-coun city beach. no reservation costs. great rates.",-,-,-,81.8,Easy,10th and 11th grade,18,13,2,2,,,
-,-,"book at hotel saint-santa maria,, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,13th and 14th grade,17,11,2,3,,,
-,-,"save on hotels in saint park, i-coun.",-,-,-,106.67,Other Value,2th and 3th grade,8,7,1,1,,,
-,-,"book a motel in i-city, il. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,"book at hotel metropole, pattaya i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,book your hotel in saint malero online. no reservation costs. great rates.,-,-,-,90.77,Very Easy,6th and 7th grade,16,12,2,2,,,
-,-,"best rates or refund + $50 coupon. save on hotels in st. monterey, ca.",-,-,-,90.26,Very Easy,2th and 3th grade,17,13,2,3,,,
-,-,"save on hotels in i-city, i-coun.",-,-,-,73.85,Fairly Easy,17th and 18th grade,9,6,1,2,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,"save with expedia's price guarantee. save on hotels in i-city, i-coun.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,save with expedia's price guarantee. save big on hotels in i-coun.,-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"book at hotel metropolitan, i-city. no reservation costs. great rates.",-,-,-,41.02,Difficult,8th and 9th grade,19,10,2,3,,,
-,-,save with expedia's price guarantee. save big on hotels in i-city.,-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,"book at the royal hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-coun hotel today!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,find and compare exclusive deals on hotels in i-city and save big!,-,-,-,67.76,Standard,8th and 9th grade,18,12,1,3,,,
-,-,secure value with expedia's price guarantee. save big on hotels in i-coun.,-,-,-,65.39,Standard,9th and 10th grade,19,12,2,4,,,
-,-,"book at the royal castle beach hotel, i-city. no reservation costs. great rates.",-,-,-,73.34,Fairly Easy,6th and 7th grade,20,13,2,3,,,
-,-,"book a hostel in i-city, i-coun. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,"book a hotel near i-city state universaty, i-city. save up to 50% on your reservation.",-,-,-,63.86,Standard,8th and 9th grade,24,15,2,4,,,
-,-,"book a hotel near tamps city i-city, i-city. get instant confirmation.",-,-,-,48.97,Difficult,7th and 8th grade,20,11,2,3,,,
-,-,book your hotel in santa carroo in online. no reservation costs. great rates.,-,-,-,73.34,Fairly Easy,8th and 9th grade,19,13,2,4,,,
-,-,save with expedia's price guarantee. save big on hotels in santa cana.,-,-,-,73.85,Fairly Easy,4th and 5th grade,18,12,2,4,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,book your hotel in i-city ma online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,"book at hotel mallertan i-city, i-city. no reservation costs. great rates.",-,-,-,57.43,Fairly Difficult,9th and 10th grade,19,11,2,4,,,
-,-,"book a motel in san lucas, ca. no reservation costs. great rates.",-,-,-,90.77,Very Easy,2th and 3th grade,16,12,2,3,,,
-,-,"book a motel in i-city, i-coun. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"save on hotels in santorini, i-coun.",-,-,-,73.85,Fairly Easy,17th and 18th grade,9,6,1,2,,,
-,-,"book at hotel meltin i-city i-city, new i-city. no reservation costs. great rates.",-,-,-,56.42,Fairly Difficult,6th and 7th grade,22,13,2,4,,,
,,,,,,,,,,,,,,Difficulty,count
,,,,,,,,,,,,,,Very Easy,7
,,,,,,,,,,,,,,Easy,21
,,,,,,,,,,,,,,Fairly Easy,43
,,,,,,,,,,,,,,Standard,16
,,,,,,,,,,,,,,Fairly Difficult,9
,,,,,,,,,,,,,,Difficult,3
,,,,,,,,,,,,,,Very Confusing,0
