original_title,generated _text,original_desc,perplexity,
['apj abdul kalam books'], free shipping free 2-day shippies free shipping of macbo  free shipping of freet buy scrapbook free,"['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books']",22.81181678,
['box set of books'],".
buy brol 
free ship free shippe 
buy seadiree

top-rea free shippe 
buy seadiree

top-rea free shi",['buy box set of books at amazon! free shipping on qualified orders.'],34.61320798,
['macbook 12 case leather']," free shipping on amazon.
buy book sht with ama top-ra free shipping on amazon.
buy book sht with am","['top-rated macbook 12 case leather free 2-day shipping w/amazon prime!', 'top-rated macbook 12 case leather free 2-day shipping w/amazon prime!', 'top-rated macbook 12 case leather free 2-day shipping w/amazon prime!']",66.29494677,
"[""4th grade girls at amazon - save on kids' books for all ages""]"," today!
buy book stand at amazon! free shipping on qualified orders.
buy book stand at amazon! free ","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",28.4541462,
"[""wombat goes walkabout - save on kids' books for all ages""]"," today!
buy book stand at amazon! free shipping on qualified orders.
buy book stand at amazon! free ","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",28.4541462,
['pre-ged complete preparation - save on reference books']," for kids in home fere in home feaos.
buy book of serapbook at amazon! free shipping on qualified or","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",63.4527367,
['breitling the book - free 2-day shipping w/ amazon prime'],"
buy book stand at amazon! free shipping on qualified orders.
buy book stand at amazon! free shippin","['low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books']",28.4541462,
['the alchemist book on tape - amazon.com']," today!
buy book stand at amazon! free shipping on qualified orders on amazon
buy book of serapbook ",['free 2-day shipping w/ amazon prime low prices on millions of books'],20.90063399,
['moleskine music notebook'], free shipping on qale free shipping on qale free shipping on qale free shipping on qale free shippi,"['buy moleskine music notebook at amazon! free shipping on qualified orders.', 'buy moleskine music notebook at amazon! free shipping on qualified orders.', 'buy moleskine music notebook at amazon! free shipping on qualified orders.']",8.707261561,
['tree book for kids']," free ship fnee 
top-ra top rati free shipping free shipping free shipping free shipping free shippi","[""save on kids' books for all ages.free shipping on qualified orders.""]",23.66262824,
['macbook pro payment plan - amazon.com'],pary free shipping on qualified orders &buy book shelf at amazon! free shipping on qualified order f,['buy macbook pro payment plan at amazon! free shipping on qualified orders.'],41.33336835,
['blackberry 16gb playbook'], free shipping on qale free shipping on qale free shipping on qale free shipping on qale free shippi,"['top-rated blackberry 16gb playbookfree 2-day shipping w/amazon prime!', 'top-rated blackberry 16gb playbookfree 2-day shipping w/amazon prime!', 'top-rated blackberry 16gb playbook free 2-day shipping w/amazon prime!', 'top-rated blackberry 16gb playbook free 2-day shipping w/amazon prime!', 'top-rated blackberry 16gb playbook free 2-day shipping w/amazon prime!', 'top-rated blackberry 16gb playbook free 2-day shipping w/amazon prime!', 'top-rated blackberry 16gb playbook free 2-day shipping w/amazon prime!', 'top-rated blackberry 16gb playbookfree 2-day shipping w/amazon prime!']",8.707261561,
['rechargeable led booklight - amazon.com official site'],"es free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
b","['find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.']",29.35984328,
['jack and jill books'], au a. free shipping free shipping free shipping free shipping free shipping free shipping free ship,"['free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",17.76093486,
['macbook air clear shell - amazon.com'],"tary to auy scrapbook paper at amazon student.
buy book stand at amazon!student.
buy book stand at a",['top-rated macbook air clear shell free 2-day shipping w/amazon prime!'],85.65851437,
['gre books ets at amazon - amazon.com'], to to 70% on top raliers free shipping on qualified order free shipping on qualified order your boo,['free 2-day shipping w/ amazon prime low prices on millions of books'],70.27620292,
['the vestry handbook']," 
buy books on amazon.
buy books free shipping free shipping free shipping free shipping free shippi","['low prices on the vestry handbook free shipping on qualified orders.', 'low prices on the vestry handbook free shipping on qualified orders.', 'low prices on the vestry handbook free shipping on qualified orders.', 'low prices on the vestry handbook free shipping on qualified orders.']",14.48730553,
['criss cross puzzle books']," free shipping on amazon

buy book shelft free shipping on qale free shipping on qale free shipping ","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books']",8.902080532,
['15 macbook pro a1175 battery - amazon.com official site'],"es free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
b","['find deals on 15 macbook pro a1175 battery in computers on amazon.', 'find deals on 15 macbook pro a1175 battery in computers on amazon.', 'find deals on 15 macbook pro a1175 battery in computers on amazon.', 'find deals on 15 macbook pro a1175 battery in computers on amazon.', 'find deals on 15 macbook pro a1175 battery in computers on amazon.', 'find deals on 15 macbook pro a1175 battery in computers on amazon.', 'find deals on 15 macbook pro a1175 battery in computers on amazon.', 'find deals on 15 macbook pro a1175 battery in computers on amazon.', 'find deals on 15 macbook pro a1175 battery in computers on amazon.']",29.35984328,
['audio books on cds - official site - amazon.com'],"k for the books on amazon.
buy book stand at amazon! free shipping on qualified orders.
buy book sta","['browse & discover thousands of mystery & thrillers book titles, for less.', 'browse & discover thousands of mystery & thrillers book titles, for less.', 'browse & discover thousands of mystery & thrillers book titles, for less.', 'browse & discover thousands of mystery & thrillers book titles, for less.', 'browse & discover thousands of mystery & thrillers book titles, for less.', 'browse & discover thousands of mystery & thrillers book titles, for less.', 'browse & discover thousands of mystery & thrillers book titles, for less.', 'browse & discover thousands of mystery & thrillers book titles, for less.']",47.12442448,
"['peter eisenman - millions of books, new &amp; used']",". free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
bu","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",17.3333672,
"['the paleo recipe cookbook - buy books on cooking, food & wine']"," free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
buy","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",16.40968355,
['free books set at amazon'],s free shipping on qale free shipping on qale free shipping on qale free shipping on qale free shipp,"['buy now! save on millions of ebooksinstant delivery to any device', 'buy now! save on millions of ebooksinstant delivery to any device']",13.65552511,
"['macro photography books - millions of titles, new &amp; used']",". free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
bu","['free shipping on qualified orders.', 'free shipping on qualified orders.']",17.3333672,
['rush limbaugh kids books - shop low prices & top brands']," for books for hind deals on alazon.
buy book stand at amazon! free shipping on qualified orders.
bu","['read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.']",26.03211297,
['japan travel book at amazon - official site'],"es free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
b","['buy japan travel book at amazon. free shipping on qualified orders.', 'buy japan travel book at amazon. free shipping on qualified orders.']",29.35984328,
['keyboard probook 4530s - amazon.com'],"parh free shipping on qualified orde shipping on qualifis oe the books.
buy book stand at amazon stu","['top-rated keyboard probook 4530s free 2-day shipping w/amazon prime!', 'top-rated keyboard probook 4530s free 2-day shipping w/amazon prime!', 'top-rated keyboard probook 4530s free 2-day shipping w/amazon prime!']",39.35268814,
['macbook pro retina 15 hard case - free shipping w/ prime'],"s, free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
b","['find deals on macbook pro retina 15 hard case in computers on amazon.', 'find deals on macbook pro retina 15 hard case in computers on amazon.', 'find deals on macbook pro retina 15 hard case in computers on amazon.', 'find deals on macbook pro retina 15 hard case in computers on amazon.', 'find deals on macbook pro retina 15 hard case in computers on amazon.', 'find deals on macbook pro retina 15 hard case in computers on amazon.', 'find deals on macbook pro retina 15 hard case in computers on amazon.', 'find deals on macbook pro retina 15 hard case in computers on amazon.', 'find deals on macbook pro retina 15 hard case in computers on amazon.', 'find deals on macbook pro retina 15 hard case in computers on amazon.', 'find deals on macbook pro retina 15 hard case in computers on amazon.']",29.35984328,
['15 inch macbook pro stand - amazon.com'],"parh feri books in home fere today!
buy book stand at amazon! free shipping on qualified order top-r","['top-rated 15 inch macbook pro stand free 2-day shipping w/amazon prime!', 'top-rated 15 inch macbook pro stand free 2-day shipping w/amazon prime!']",55.9596103,
['bare books hardcover'],"ee shipping 
free shipping free shipping free shipping free shipping free shipping free shipping fre","['buy bare books hardcover at amazon!free shipping on qualified orders.', 'buy bare books hardcover at amazon! free shipping on qualified orders.', 'buy bare books hardcover at amazon! free shipping on qualified orders.', 'buy bare books hardcover at amazon!free shipping on qualified orders.', 'buy bare books hardcover at amazon!free shipping on qualified orders.', 'buy bare books hardcover at amazon! free shipping on qualified orders.', 'buy bare books hardcover at amazon! free shipping on qualified orders.', 'buy bare books hardcover at amazon! free shipping on qualified orders.', 'buy bare books hardcover at amazon!free shipping on qualified orders.', 'buy bare books hardcover at amazon! free shipping on qualified orders.']",8.634727867,
['macbook cooling fan - amazon.com'],"pary primeet story.
buy book stand at amazon 
free shipping on qualified on amazon.
buy book stand a","['top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!', 'top-rated macbook cooling fan free 2-day shipping w/amazon prime!']",42.20391757,
"['knitting lace pattern books - millions of titles, new &amp; used']",". free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
bu","['free shipping on qualified orders.', 'free shipping on qualified orders.']",17.3333672,
['bead pattern books'], free shippier free shipping free shipping free shipping free shipping free shipping free shipping f,"['millions of titles, new &amp; used.free shipping on qualified orders.', 'millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used.free shipping on qualified orders.', 'millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used.free shipping on qualified orders.', 'millions of titles, new &amp; used.free shipping on qualified orders.', 'millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used.free shipping on qualified orders.']",13.50547877,
['lego books scholastic - amazon.com']," today!
buy book stand at amazon 
free shipping on qualified oeies au amazon student.
buy book stand","[""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders.""]",30.37444848,
"['macbook air 13"" hard case - amazon.com']","tary book of the book of menory free shipping on qualified orders on amazon
buy scrapbook paper at a",['the snugg - protective wallet case for macbook air 13 - only $29.99'],36.73609829,
['depression era books'],. buy book free shipping free shipping free shipping free shipping free shipping free shipping free ,"['free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books']",6.570994023,
['mighty bright travel book light - amazon.com'],"pary free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.","['top brands &amp; styles up to 40% off free shipping on qualified orders.', 'top brands &amp; styles up to 40% off free shipping on qualified orders.', 'top brands &amp; styles up to 40% off free shipping on qualified orders.']",18.73497605,
"[""baby 1st book at amazon - save on kids' books for all ages""]"," today!
buy book stand at amazon! free shipping on qualified orders.
buy book stand at amazon! free ",['free shipping on qualified orders.'],28.4541462,
['amazon.com - american girls book sets']," pro cookbook for wend in the books.
buy book stand at amazon!student.
buy book stand at amazon! fre","[""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders.""]",90.03126246,
['bruce dickinson book'], in hindle foee shipping free shipping free shipping free shipping free shipping free shipping free ,"['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books']",9.855803128,
['mercy watson book']," free shippie 
browse free ship free shippie 
browse free ship free shippie 
browse free ship free s","[""save on kids' books for all ages.free shipping on qualified orders."", ""save on kids' books for all ages.free shipping on qualified orders."", ""save on kids' books for all ages.free shipping on qualified orders."", ""save on kids' books for all ages.free shipping on qualified orders.""]",171.2695557,
['silly faces sticker book - amazon.com'],pary free shipping on qualified orders &buy book shelf at amazon! free shipping on qualified order f,"['buy silly faces sticker book at amazon! free shipping on qualified orders.', 'buy silly faces sticker book at amazon! free shipping on qualified orders.']",41.33336835,
['transfer of power audiobook']," free shipping on qualith au amazon!
free shipping on qualisy buy scrapbook pa peading free shipping","['millions of titles, new &amp; used. free shipping on qualified orders.']",17.80580889,
['life picture puzzle books - amazon.com'],"pary prices for the books.
buy book stand at amazon! free shipping on qualified order top-rated macb","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",66.12245643,
['cover film for books'], free shipping free shipping free shipping free shipping free shipping free shipping free shipping f,"['buy cover film for books at amazon! free shipping on qualified orders.', 'buy cover film for books at amazon! free shipping on qualified orders.']",11.39187653,
['anesthesia books'],"

buy brol  free ship free shippe 
buy seadiree

top-rea free shippe 
buy seadiree

top-rea free shi","['shop new releases, bestsellers, award winners and more at amazon!', 'shop new releases, bestsellers, award winners and more at amazon!']",39.06469958,
['travel books japan'],"t.
sop-rati free shipping free shipping free shipping free shipping free shipping free shipping free","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.', 'buy travel books japan at amazon! free shipping on qualified orders.']",12.75757874,
['thunderbird (wave books) - by dorothea lasky']," free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
buy","['free shipping on qualified orders.', 'free shipping on qualified orders.']",16.40968355,
['american girl body care book - amazon.com'],"pary free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.","[""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders.""]",18.73497605,
['clarence larkin books']," auy scrapbod.
buy book of metelnal free shipping of macbo  free shipping of freet buy scrapbook fre",['low prices on clarence larkin booksfree shipping on qualified orders.'],47.66659588,
['laura numeroff book sets']," fneh buy scrapbook. free 2-day shipping for leiet free shipping on amazon

buy book shelft free shi","[""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders.""]",18.23943982,
['senior scrapbook'],".
free shippu. buy bry free ship 
buy read!free shippe 
buy seadiree

top-rea free shippe 
buy seadi",['buy senior scrapbook at amazon!free shipping on qualified orders.'],36.76374341,
['aromatherapy book'],"s.
free ship free shippie 
browse free ship free shippie 
browse free ship free shippie 
browse free","['buy aromatherapy book at amazon! free shipping on qualified orders.', 'buy aromatherapy book at amazon! free shipping on qualified orders.']",184.2843126,
['dalai lama audio books - amazon.com'],"pary for the books on amazon
buy book of serapbook at amazon!student.
buy book stand at amazon stude",['buy dalai lama audio books at amazon! free shipping on qualified orders.'],41.10850141,
['books on best sellers'],. free 2-day shippies free shipping of macbo  free shipping of freet buy scrapbook free shipping of ,"['buy books on best sellers at amazon! free shipping on qualified orders.', 'buy books on best sellers at amazon! free shipping on qualified orders.', 'buy books on best sellers at amazon! free shipping on qualified orders.', 'buy books on best sellers at amazon! free shipping on qualified orders.', 'buy books on best sellers at amazon! free shipping on qualified orders.']",26.90942104,
['ares 8 nextbook at amazon']," 
free shipping on quotective free 2-day shipping with amazon
student.
buy book shelf for $ $2..9 to",['top-rated ares 8 nextbook free 2-day shipping w/amazon prime!'],38.9653403,
['banana storybooks'],".
buy scra tpp-ra the seippie 
top-ra free shippie. buy serpses free shipping 
free shippi 
top-ra f",['free 2-day shipping w/ amazon primelow prices on millions of books'],51.18868991,
['books of ember box set'],"t free shipping on amazon.
buy book seteree
shipping on amazon.
buy book seteree
shipping on amazon.","[""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders.""]",52.33604011,
"['books torey hayden - millions of titles, new &amp; used']",". free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
bu","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",17.3333672,
['cassette book at amazon - amazon.com'],"parh to the buy scrapbook paper at amazon student.
buy book stand at amazon!student.
buy book stand ","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",70.75083452,
['mac book air 2015'],".9 
todme free ship 
free shippe 
top-ra free shippie. buy serpses free shipping 
free shippi 
top-r","['top-rated mac book air 2015 free 2-day shipping w/amazon prime!', 'top-rated mac book air 2015 free 2-day shipping w/amazon prime!', 'top-rated mac book air 2015 free 2-day shipping w/amazon prime!']",35.66386342,
['sat2 math 2 at amazon - save on reference books']," for kids books on amazon.
buy book stand at amazon! free shipping on qualified orders.
buy book sta","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",33.61030909,
['cookbooks venison'],"a 
top-ra free shippie. buy serpses free shipping 
free shippi 
top-ra free shippie. buy serpses fre","['buy books on cooking, food &amp; wine. free shipping on qualified orders.', 'buy books on cooking, food &amp; wine. free shipping on qualified orders.', 'buy books on cooking, food &amp; wine. free shipping on qualified orders.']",35.216663,
['marvel pocket books - amazon.com'],part prices on sale buy scrapbook paper au ama free shipping on qualifisdr free shipping on qualifie,"[""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders.""]",43.67872032,
['business for dummies books - amazon.com'],"pary free shipping on qualified orders on amazon
buy book of serapbook at amazon student.
buy book s",['free 2-day shipping w/ amazon prime low prices on millions of books'],27.44207037,
['alexander calder books - amazon.com'],"pary prices on amazon.
buy book stand at amazon student.
buy book stand at amazon student.
buy book ","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",51.16137278,
['proofs from the book at amazon - official site'],"es free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
b","['buy proofs from the book at amazon. free shipping on qualified orders.', 'buy proofs from the book at amazon. free shipping on qualified orders.', 'buy proofs from the book at amazon. free shipping on qualified orders.', 'buy proofs from the book at amazon. free shipping on qualified orders.', 'buy proofs from the book at amazon. free shipping on qualified orders.', 'buy proofs from the book at amazon. free shipping on qualified orders.', 'buy proofs from the book at amazon. free shipping on qualified orders.', 'buy proofs from the book at amazon. free shipping on qualified orders.', 'buy proofs from the book at amazon. free shipping on qualified orders.']",29.35984328,
['my stroke of insight audiobook']," free shipping on qualifi of the books.
buy book shelf at amazon.
buy book stand at amazon!
free shi","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",77.75539302,
['christmas coloring books bulk'],ler free shipping on qualifr free shipping on qualifr free shipping on qualifr free shipping on qual,"['save on christmas coloring books bulk free 2-day shipping w/amazon prime!', 'save on christmas coloring books bulkfree 2-day shipping w/amazon prime!', 'save on christmas coloring books bulk free 2-day shipping w/amazon prime!', 'save on christmas coloring books bulkfree 2-day shipping w/amazon prime!', 'save on christmas coloring books bulk free 2-day shipping w/amazon prime!', 'save on christmas coloring books bulk free 2-day shipping w/amazon prime!', 'save on christmas coloring books bulk free 2-day shipping w/amazon prime!', 'save on christmas coloring books bulk free 2-day shipping w/amazon prime!', 'save on christmas coloring books bulkfree 2-day shipping w/amazon prime!', 'save on christmas coloring books bulk free 2-day shipping w/amazon prime!']",9.075426168,
['scrapbooking tools and supplies - buy popular products at amazon'],"! free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
bu","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",18.18988491,
"['game of thrones 5 book - millions of titles, new &amp; used']",". free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
bu","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",17.3333672,
"['nutella cook book - buy books on cooking, food &amp; wine']"," free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
buy","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",16.40968355,
['mac book pro battery a1175 - amazon.com'],"k for $ see. sop-rated macbook pro 13 inch for the books.
buy book stand at amazon! free shipping on",['save big on new gear at amazon! free 2-day shipping w/amazon prime.'],59.42674238,
"[""the pastor's kid - over 1mm ebooks available""]"," for $ $2.99 free shipping on qualified order 
bmg savings on macbook pro 13 inch case in home fere ","['the most ebooks available.', 'the most ebooks available.', 'the most ebooks available.', 'the most ebooks available.']",40.77751806,
['moshi ivisor macbook pro'],"ans.
buy book shelft free shipping on qale free shipping on qale free shipping on qale free shipping","['top-rated moshi ivisor macbook pro free 2-day shipping w/amazon prime!', 'top-rated moshi ivisor macbook pro free 2-day shipping w/amazon prime!', 'top-rated moshi ivisor macbook pro free 2-day shipping w/amazon prime!', 'top-rated moshi ivisor macbook pro free 2-day shipping w/amazon prime!', 'top-rated moshi ivisor macbook pro free 2-day shipping w/amazon prime!', 'top-rated moshi ivisor macbook pro free 2-day shipping w/amazon prime!']",11.12751988,
"[""the peoples' bible - $26.86. save on reference books""]"," free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
buy",['free shipping on qualified orders.'],16.40968355,
['storm runners book - official site'],"es  free shipping on qualified on amazon.
buy book shelf at amazon student.
buy book stand at amazon","['browse & discover thousands of childrens book titles, for less.', 'browse & discover thousands of childrens book titles, for less.']",34.84812071,
['500 calorie cookbook on amazon - shop low prices & top brands']," free shipping on qualified orders.
buy book stand at amazon! free shipping on qualified orders.
buy","['read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.']",16.40968355,
['godly play books - free 2-day shipping w/ amazon prime']," buy book stand at amazon! free shipping on qualified orders.
buy book stand at amazon! free shippin","['low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books']",28.4541462,
['muji notebooks a5'],"y me fomd duy free shippie 
buy serapb.
free shippi 
top-ra free shippie. buy serpses free shipping ","['shop for muji notebooks a5 on amazon. compare by price, type &amp; brand.', 'shop for muji notebooks a5 on amazon. compare by price, type &amp; brand.', 'shop for muji notebooks a5 on amazon. compare by price, type &amp; brand.', 'shop for muji notebooks a5 on amazon. compare by price, type &amp; brand.', 'shop for muji notebooks a5 on amazon. compare by price, type &amp; brand.']",42.41776127,
