id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words
-,-,"best rates or refund + $50 coupon. save on hotels in saint jakes, tn.",-,-,-,98.72,Easy,4th and 5th grade,16,13,2,2
-,-,book a hotel near six flags castle. save up to 50% on your reservation.,-,-,-,89.75,Easy,2th and 3th grade,18,14,2,2
-,-,book a hotel near six flags castle. save up to 50% on your reservation.,-,-,-,89.75,Easy,2th and 3th grade,18,14,2,2
-,-,book a hotel near six flags castle. save up to 50% on your reservation.,-,-,-,89.75,Easy,2th and 3th grade,18,14,2,2
-,-,"book at the stanion hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the stanion hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the stanion hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,book at the stan hotel and spa seatile. no reservation costs. great rates.,-,-,-,98.72,Easy,7th and 8th grade,16,13,2,1
-,-,book at the stan hotel and spa seatile. no reservation costs. great rates.,-,-,-,98.72,Easy,7th and 8th grade,16,13,2,1
-,-,book at the stan hotel and spa seatile. no reservation costs. great rates.,-,-,-,98.72,Easy,7th and 8th grade,16,13,2,1
-,-,book your hotel in san francisco online. no reservation costs. great rates.,-,-,-,73.85,Easy,6th and 7th grade,18,12,2,3
-,-,book your hotel in san francisco online. no reservation costs. great rates.,-,-,-,73.85,Easy,6th and 7th grade,18,12,2,3
-,-,book your hotel in san francisco online. no reservation costs. great rates.,-,-,-,73.85,Easy,6th and 7th grade,18,12,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in san jose, ca.",-,-,-,98.72,Easy,2th and 3th grade,16,13,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in san jose, ca.",-,-,-,98.72,Easy,2th and 3th grade,16,13,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in san jose, ca.",-,-,-,98.72,Easy,2th and 3th grade,16,13,2,2
-,-,"best rates or refund + $50 coupon. save big on hotels in santa beria, mi.",-,-,-,81.29,Easy,3th and 4th grade,19,14,2,4
-,-,"best rates or refund + $50 coupon. save big on hotels in santa beria, mi.",-,-,-,81.29,Easy,3th and 4th grade,19,14,2,4
-,-,"best rates or refund + $50 coupon. save big on hotels in santa beria, mi.",-,-,-,81.29,Easy,3th and 4th grade,19,14,2,4
-,-,"book at the santin beach hotel, lisbon. no reservation costs. great rates.",-,-,-,90.77,Easy,1th and 2th grade,16,12,2,3
-,-,"book at the santin beach hotel, lisbon. no reservation costs. great rates.",-,-,-,90.77,Easy,1th and 2th grade,16,12,2,3
-,-,"book at the santin beach hotel, lisbon. no reservation costs. great rates.",-,-,-,90.77,Easy,1th and 2th grade,16,12,2,3
-,-,"book at the santarcona hotel, maris. no reservation costs. great rates.",-,-,-,82.81,Easy,7th and 8th grade,15,11,2,3
-,-,"book at the santarcona hotel, maris. no reservation costs. great rates.",-,-,-,82.81,Easy,7th and 8th grade,15,11,2,3
-,-,"book at the santarcona hotel, maris. no reservation costs. great rates.",-,-,-,82.81,Easy,7th and 8th grade,15,11,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in barchangtow, ma.",-,-,-,90.77,Easy,7th and 8th grade,16,12,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in barchangtow, ma.",-,-,-,90.77,Easy,7th and 8th grade,16,12,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in barchangtow, ma.",-,-,-,90.77,Easy,7th and 8th grade,16,12,2,3
-,-,best rates on hotel de la playa del carmen. plan your next trip with expedia.,-,-,-,89.24,Easy,2th and 3th grade,19,15,2,2
-,-,best rates on hotel de la playa del carmen. plan your next trip with expedia.,-,-,-,89.24,Easy,2th and 3th grade,19,15,2,2
-,-,best rates on hotel de la playa del carmen. plan your next trip with expedia.,-,-,-,89.24,Easy,2th and 3th grade,19,15,2,2
-,-,"book at the belfon inn, mintin. no reservation costs. great rates.",-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,"book at the belfon inn, mintin. no reservation costs. great rates.",-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,"book at the belfon inn, mintin. no reservation costs. great rates.",-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,"book at hotel expedia, paris. no reservation costs. great rates.",-,-,-,74.86,Easy,6th and 7th grade,15,10,2,2
-,-,"book at hotel expedia, paris. no reservation costs. great rates.",-,-,-,74.86,Easy,6th and 7th grade,15,10,2,2
-,-,"book at hotel expedia, paris. no reservation costs. great rates.",-,-,-,74.86,Easy,6th and 7th grade,15,10,2,2
-,-,book a hotel near hake airport. no reservation costs. great rates.,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,book a hotel near hake airport. no reservation costs. great rates.,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,book a hotel near hake airport. no reservation costs. great rates.,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,"more choices, best prices, trusted. save big on hotels in bangkok.",-,-,-,91.27,Easy,1th and 2th grade,14,11,2,3
-,-,"more choices, best prices, trusted. save big on hotels in bangkok.",-,-,-,91.27,Easy,1th and 2th grade,14,11,2,3
-,-,"more choices, best prices, trusted. save big on hotels in bangkok.",-,-,-,91.27,Easy,1th and 2th grade,14,11,2,3
-,-,"book at the salis hotel an hotel, miami beach. no reservation costs. great rates.",-,-,-,81.29,Easy,7th and 8th grade,20,14,2,3
-,-,"book at the salis hotel an hotel, miami beach. no reservation costs. great rates.",-,-,-,81.29,Easy,7th and 8th grade,20,14,2,3
-,-,"book at the salis hotel an hotel, miami beach. no reservation costs. great rates.",-,-,-,81.29,Easy,7th and 8th grade,20,14,2,3
-,-,best rates or refund + $50 coupon. save on hotels near sta field marina.,-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3
-,-,best rates or refund + $50 coupon. save on hotels near sta field marina.,-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3
-,-,best rates or refund + $50 coupon. save on hotels near sta field marina.,-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3
-,-,"sandorini beach, full-service spa. walk to saint-palace. book on expedia today & save!",-,-,-,58.96,Difficult,9th and 10th grade,20,12,3,4
-,-,"sandorini beach, full-service spa. walk to saint-palace. book on expedia today & save!",-,-,-,58.96,Difficult,9th and 10th grade,20,12,3,4
-,-,"sandorini beach, full-service spa. walk to saint-palace. book on expedia today & save!",-,-,-,58.96,Difficult,9th and 10th grade,20,12,3,4
-,-,"secure value with expedias price guarantee. save on hotels in san faras, co.",-,-,-,73.34,Easy,4th and 5th grade,20,13,2,4
-,-,"secure value with expedias price guarantee. save on hotels in san faras, co.",-,-,-,73.34,Easy,4th and 5th grade,20,13,2,4
-,-,"secure value with expedias price guarantee. save on hotels in san faras, co.",-,-,-,73.34,Easy,4th and 5th grade,20,13,2,4
-,-,best rates on hard rock hotel & spa. plan your next trip with expedia.,-,-,-,90.26,Easy,4th and 5th grade,17,13,2,1
-,-,best rates on hard rock hotel & spa. plan your next trip with expedia.,-,-,-,90.26,Easy,4th and 5th grade,17,13,2,1
-,-,best rates on hard rock hotel & spa. plan your next trip with expedia.,-,-,-,90.26,Easy,4th and 5th grade,17,13,2,1
-,-,"book at the lodge and spa, san antonio. no reservation costs. great rates.",-,-,-,90.26,Easy,1th and 2th grade,17,13,2,2
-,-,"book at the lodge and spa, san antonio. no reservation costs. great rates.",-,-,-,90.26,Easy,1th and 2th grade,17,13,2,2
-,-,"book at the lodge and spa, san antonio. no reservation costs. great rates.",-,-,-,90.26,Easy,1th and 2th grade,17,13,2,2
-,-,book your hotel in suran online. no reservation costs. great rates.,-,-,-,82.81,Easy,5th and 6th grade,15,11,2,2
-,-,book your hotel in suran online. no reservation costs. great rates.,-,-,-,82.81,Easy,5th and 6th grade,15,11,2,2
-,-,book your hotel in suran online. no reservation costs. great rates.,-,-,-,82.81,Easy,5th and 6th grade,15,11,2,2
-,-,"book at the stratford inn, san francisco. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book at the stratford inn, san francisco. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book at the stratford inn, san francisco. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book at hotel excel inn, saint jeru. no reservation costs. great rates.",-,-,-,90.77,Easy,1th and 2th grade,16,12,2,2
-,-,"book at hotel excel inn, saint jeru. no reservation costs. great rates.",-,-,-,90.77,Easy,1th and 2th grade,16,12,2,2
-,-,"book at hotel excel inn, saint jeru. no reservation costs. great rates.",-,-,-,90.77,Easy,1th and 2th grade,16,12,2,2
-,-,"book at the belley hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the belley hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the belley hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"save with expedia's price guarantee. save on hotels in bellard, mi.",-,-,-,74.35,Easy,9th and 10th grade,17,11,2,4
-,-,"save with expedia's price guarantee. save on hotels in bellard, mi.",-,-,-,74.35,Easy,9th and 10th grade,17,11,2,4
-,-,"save with expedia's price guarantee. save on hotels in bellard, mi.",-,-,-,74.35,Easy,9th and 10th grade,17,11,2,4
-,-,book your hotel in barrelona online. no reservation costs. great rates.,-,-,-,74.35,Easy,7th and 8th grade,16,11,2,3
-,-,book your hotel in barrelona online. no reservation costs. great rates.,-,-,-,74.35,Easy,7th and 8th grade,16,11,2,3
-,-,book your hotel in barrelona online. no reservation costs. great rates.,-,-,-,74.35,Easy,7th and 8th grade,16,11,2,3
