id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words
-,-,"hotel in natick ma online. no reservation costs. great rates. more choices, best",-,-,-,75.57,Easy,8th and 9th grade,19,13,3,4
-,-,"hotel in natick ma online. no reservation costs. great rates. more choices, best",-,-,-,75.57,Easy,8th and 9th grade,19,13,3,4
-,-,"newcastle, tokyo. no reservation costs. great rates. book accommodation in snowshoe. no reservation",-,-,-,47.96,Difficult,8th and 9th grade,24,13,2,4
-,-,"newcastle, tokyo. no reservation costs. great rates. book accommodation in snowshoe. no reservation",-,-,-,47.96,Difficult,8th and 9th grade,24,13,2,4
-,-,"newcastle, tokyo. no reservation costs. great rates. book accommodation in snowshoe. no reservation",-,-,-,47.96,Difficult,8th and 9th grade,24,13,2,4
-,-,"book costs! hotel today! more choices, best prices, trusted. cheap hotels in downtown",-,-,-,73.34,Easy,8th and 9th grade,19,13,2,4
-,-,"book costs! hotel today! more choices, best prices, trusted. cheap hotels in downtown",-,-,-,73.34,Easy,8th and 9th grade,19,13,2,4
-,-,"book costs! hotel today! more choices, best prices, trusted. cheap hotels in downtown",-,-,-,73.34,Easy,8th and 9th grade,19,13,2,4
-,-,great rates. luxury edinburgh hotel near virginia beach. find and on fremont street,-,-,-,73.34,Easy,8th and 9th grade,20,13,2,4
-,-,great rates. luxury edinburgh hotel near virginia beach. find and on fremont street,-,-,-,73.34,Easy,8th and 9th grade,20,13,2,4
-,-,great rates. luxury edinburgh hotel near virginia beach. find and on fremont street,-,-,-,73.34,Easy,8th and 9th grade,20,13,2,4
-,-,"find and compare exclusive deals on hotels in cusco, maine and save big!",-,-,-,75.2,Easy,6th and 7th grade,18,13,1,3
-,-,"find and compare exclusive deals on hotels in cusco, maine and save big!",-,-,-,75.2,Easy,6th and 7th grade,18,13,1,3
-,-,"find and compare exclusive deals on hotels in cusco, maine and save big!",-,-,-,75.2,Easy,6th and 7th grade,18,13,1,3
-,-,reservation costs. great rates. best rates 10 bahamas hotels. best price guarantee. hotels,-,-,-,73.34,Easy,14th and 15th grade,20,13,2,5
-,-,reservation costs. great rates. best rates 10 bahamas hotels. best price guarantee. hotels,-,-,-,73.34,Easy,14th and 15th grade,20,13,2,5
-,-,reservation costs. great rates. best rates 10 bahamas hotels. best price guarantee. hotels,-,-,-,73.34,Easy,14th and 15th grade,20,13,2,5
-,-,"great ocean lane beach, phuket coast hotel by antilles beach. family-friendly family-friendly hotel,",-,-,-,56.42,Difficult,13th and 14th grade,22,13,2,3
-,-,"great ocean lane beach, phuket coast hotel by antilles beach. family-friendly family-friendly hotel,",-,-,-,56.42,Difficult,13th and 14th grade,22,13,2,3
-,-,"great ocean lane beach, phuket coast hotel by antilles beach. family-friendly family-friendly hotel,",-,-,-,56.42,Difficult,13th and 14th grade,22,13,2,3
-,-,hotel in plymouth meeting de. best price guarantee! lowest price guarantee! book at,-,-,-,67.11,Standard,7th and 8th grade,21,13,3,3
-,-,hotel in plymouth meeting de. best price guarantee! lowest price guarantee! book at,-,-,-,67.11,Standard,7th and 8th grade,21,13,3,3
-,-,hotel in plymouth meeting de. best price guarantee! lowest price guarantee! book at,-,-,-,67.11,Standard,7th and 8th grade,21,13,3,3
-,-,"ambassador georgetown, keswick and and compare exclusive deals on hotels today! accommodations on",-,-,-,32.9,Difficult,11th and 12th grade,25,13,1,6
-,-,"ambassador georgetown, keswick and and compare exclusive deals on hotels today! accommodations on",-,-,-,32.9,Difficult,11th and 12th grade,25,13,1,6
-,-,"ambassador georgetown, keswick and and compare exclusive deals on hotels today! accommodations on",-,-,-,32.9,Difficult,11th and 12th grade,25,13,1,6
-,-,helsingborg. don't las best online. no reservation costs. great rates. secure value with,-,-,-,75.57,Easy,8th and 9th grade,20,13,3,4
-,-,helsingborg. don't las best online. no reservation costs. great rates. secure value with,-,-,-,75.57,Easy,8th and 9th grade,20,13,3,4
-,-,helsingborg. don't las best online. no reservation costs. great rates. secure value with,-,-,-,75.57,Easy,8th and 9th grade,20,13,3,4
-,-,reservation costs. great rates. car rentals. long springs hotel with expedia. contemporary car,-,-,-,58.28,Difficult,7th and 8th grade,21,13,1,3
-,-,reservation costs. great rates. car rentals. long springs hotel with expedia. contemporary car,-,-,-,58.28,Difficult,7th and 8th grade,21,13,1,3
-,-,reservation costs. great rates. car rentals. long springs hotel with expedia. contemporary car,-,-,-,58.28,Difficult,7th and 8th grade,21,13,1,3
-,-,"hotel, tokyo. no reservation costs. great rates. luxury rio hotel with free park",-,-,-,73.34,Easy,6th and 7th grade,19,13,2,3
-,-,"hotel, tokyo. no reservation costs. great rates. luxury rio hotel with free park",-,-,-,73.34,Easy,6th and 7th grade,19,13,2,3
-,-,"hotel, tokyo. no reservation costs. great rates. luxury rio hotel with free park",-,-,-,73.34,Easy,6th and 7th grade,19,13,2,3
-,-,"refund guarantee. secure guest regency of la puerto vallarta, diamond lake. no reservation",-,-,-,24.44,Confusing,12th and 13th grade,26,13,1,7
-,-,"refund guarantee. secure guest regency of la puerto vallarta, diamond lake. no reservation",-,-,-,24.44,Confusing,12th and 13th grade,26,13,1,7
-,-,"refund guarantee. secure guest regency of la puerto vallarta, diamond lake. no reservation",-,-,-,24.44,Confusing,12th and 13th grade,26,13,1,7
-,-,great rates. hotel with gr restaurants montego suites virginia center. walk to grande,-,-,-,81.8,Easy,8th and 9th grade,18,13,2,4
-,-,great rates. hotel with gr restaurants montego suites virginia center. walk to grande,-,-,-,81.8,Easy,8th and 9th grade,18,13,2,4
-,-,great rates. hotel with gr restaurants montego suites virginia center. walk to grande,-,-,-,81.8,Easy,8th and 9th grade,18,13,2,4
-,-,"choices, save on hotels in kansas city, wi. book at perfect hotel. dan",-,-,-,81.8,Easy,5th and 6th grade,18,13,2,5
-,-,"choices, save on hotels in kansas city, wi. book at perfect hotel. dan",-,-,-,81.8,Easy,5th and 6th grade,18,13,2,5
-,-,"choices, save on hotels in kansas city, wi. book at perfect hotel. dan",-,-,-,81.8,Easy,5th and 6th grade,18,13,2,5
-,-,reservation costs. great rates. secure value with expedias price guarantee. hotels near st.,-,-,-,56.42,Difficult,10th and 11th grade,22,13,2,5
-,-,reservation costs. great rates. secure value with expedias price guarantee. hotels near st.,-,-,-,56.42,Difficult,10th and 11th grade,22,13,2,5
-,-,reservation costs. great rates. secure value with expedias price guarantee. hotels near st.,-,-,-,56.42,Difficult,10th and 11th grade,22,13,2,5
-,-,motel turtle island best price guarantee! book accommodation in beaver save with expedia's,-,-,-,47.96,Difficult,8th and 9th grade,24,13,2,4
-,-,motel turtle island best price guarantee! book accommodation in beaver save with expedia's,-,-,-,47.96,Difficult,8th and 9th grade,24,13,2,4
-,-,motel turtle island best price guarantee! book accommodation in beaver save with expedia's,-,-,-,47.96,Difficult,8th and 9th grade,24,13,2,4
-,-,hotel in plymouth meeting pa. no reservation costs. great rates. best rates or,-,-,-,84.03,Easy,6th and 7th grade,18,13,3,2
-,-,hotel in plymouth meeting pa. no reservation costs. great rates. best rates or,-,-,-,84.03,Easy,6th and 7th grade,18,13,3,2
-,-,hotel in plymouth meeting pa. no reservation costs. great rates. best rates or,-,-,-,84.03,Easy,6th and 7th grade,18,13,3,2
-,-,"choices, center airport amazing fun on drury grove. museum. map and free valet",-,-,-,73.34,Easy,13th and 14th grade,19,13,2,3
-,-,"choices, center airport amazing fun on drury grove. museum. map and free valet",-,-,-,73.34,Easy,13th and 14th grade,19,13,2,3
-,-,"choices, center airport amazing fun on drury grove. museum. map and free valet",-,-,-,73.34,Easy,13th and 14th grade,19,13,2,3
-,-,"big! book a hotel near kastrup airport, austin. no reservation costs. great rates",-,-,-,81.8,Easy,13th and 14th grade,18,13,2,3
-,-,"big! book a hotel near kastrup airport, austin. no reservation costs. great rates",-,-,-,81.8,Easy,13th and 14th grade,18,13,2,3
-,-,"big! book a hotel near kastrup airport, austin. no reservation costs. great rates",-,-,-,81.8,Easy,13th and 14th grade,18,13,2,3
-,-,refund motels all bay beach hotel today! get expedia's great travel prices. save,-,-,-,73.34,Easy,6th and 7th grade,20,13,2,5
-,-,refund motels all bay beach hotel today! get expedia's great travel prices. save,-,-,-,73.34,Easy,6th and 7th grade,20,13,2,5
-,-,refund motels all bay beach hotel today! get expedia's great travel prices. save,-,-,-,73.34,Easy,6th and 7th grade,20,13,2,5
-,-,great rates. hotel at the metropolitan palace on site save with expedia's price,-,-,-,66.74,Standard,6th and 7th grade,20,13,1,2
-,-,great rates. hotel at the metropolitan palace on site save with expedia's price,-,-,-,66.74,Standard,6th and 7th grade,20,13,1,2
-,-,great rates. hotel at the metropolitan palace on site save with expedia's price,-,-,-,66.74,Standard,6th and 7th grade,20,13,1,2
-,-,london this lake hotel. book a hotel near canadian tire stadium. save up,-,-,-,73.34,Easy,6th and 7th grade,20,13,2,4
-,-,london this lake hotel. book a hotel near canadian tire stadium. save up,-,-,-,73.34,Easy,6th and 7th grade,20,13,2,4
-,-,london this lake hotel. book a hotel near canadian tire stadium. save up,-,-,-,73.34,Easy,6th and 7th grade,20,13,2,4
-,-,reservation costs. great rates. compare best price guarantee! book accommodation in dubai. no,-,-,-,56.42,Difficult,13th and 14th grade,22,13,2,3
-,-,reservation costs. great rates. compare best price guarantee! book accommodation in dubai. no,-,-,-,56.42,Difficult,13th and 14th grade,22,13,2,3
-,-,reservation costs. great rates. compare best price guarantee! book accommodation in dubai. no,-,-,-,56.42,Difficult,13th and 14th grade,22,13,2,3
-,-,"suites, il point ny online. no reservation costs. great rates. book now! best",-,-,-,98.72,Easy,1th and 2th grade,16,13,2,2
-,-,"suites, il point ny online. no reservation costs. great rates. book now! best",-,-,-,98.72,Easy,1th and 2th grade,16,13,2,2
-,-,"suites, il point ny online. no reservation costs. great rates. book now! best",-,-,-,98.72,Easy,1th and 2th grade,16,13,2,2
-,-,"international hotel telford, telford. no reservation costs. great rates. best rates or refund",-,-,-,67.11,Standard,7th and 8th grade,21,13,3,3
-,-,"international hotel telford, telford. no reservation costs. great rates. best rates or refund",-,-,-,67.11,Standard,7th and 8th grade,21,13,3,3
-,-,"international hotel telford, telford. no reservation costs. great rates. best rates or refund",-,-,-,67.11,Standard,7th and 8th grade,21,13,3,3
-,-,"hotel in ontario online. st 1,470,000 saint barbara city. no reservation costs. great",-,-,-,75.57,Easy,6th and 7th grade,19,13,3,4
-,-,"hotel in ontario online. st 1,470,000 saint barbara city. no reservation costs. great",-,-,-,75.57,Easy,6th and 7th grade,19,13,3,4
-,-,"hotel in ontario online. st 1,470,000 saint barbara city. no reservation costs. great",-,-,-,75.57,Easy,6th and 7th grade,19,13,3,4
-,-,central saybrook bay point ny vt on downtown in isle in puerto vallarta.,-,-,-,66.74,Standard,8th and 9th grade,19,13,1,4
-,-,central saybrook bay point ny vt on downtown in isle in puerto vallarta.,-,-,-,66.74,Standard,8th and 9th grade,19,13,1,4
-,-,central saybrook bay point ny vt on downtown in isle in puerto vallarta.,-,-,-,66.74,Standard,8th and 9th grade,19,13,1,4
-,-,"kangaroo point warsaw, son luton. no reservation costs. great rates. great savings. book",-,-,-,73.34,Easy,13th and 14th grade,20,13,2,5
-,-,"kangaroo point warsaw, son luton. no reservation costs. great rates. great savings. book",-,-,-,73.34,Easy,13th and 14th grade,20,13,2,5
-,-,"kangaroo point warsaw, son luton. no reservation costs. great rates. great savings. book",-,-,-,73.34,Easy,13th and 14th grade,20,13,2,5
-,-,"great rates. hotel with expedia to canberra, burlington. best rates or refund +",-,-,-,56.93,Difficult,17th and 18th grade,20,12,2,4
-,-,"great rates. hotel with expedia to canberra, burlington. best rates or refund +",-,-,-,56.93,Difficult,17th and 18th grade,20,12,2,4
-,-,"great rates. hotel with expedia to canberra, burlington. best rates or refund +",-,-,-,56.93,Difficult,17th and 18th grade,20,12,2,4
-,-,vietnam hotels in australia book your hotel in venice online. no reservation costs.,-,-,-,73.34,Easy,10th and 11th grade,20,13,2,5
-,-,vietnam hotels in australia book your hotel in venice online. no reservation costs.,-,-,-,73.34,Easy,10th and 11th grade,20,13,2,5
-,-,vietnam hotels in australia book your hotel in venice online. no reservation costs.,-,-,-,73.34,Easy,10th and 11th grade,20,13,2,5
