id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words
-,-,"best rates or refund + $50 coupon. book at hotel sai airport, i-city",-,-,-,73.85,Easy,7th and 8th grade,18,12,2,3
-,-,"best rates or refund + $50 coupon. book at hotel sai airport, i-city",-,-,-,73.85,Easy,7th and 8th grade,18,12,2,3
-,-,"book at hotel saint-louiner, i-city. no reservation costs. great rates.",-,-,-,57.94,Difficult,15th and 16th grade,17,10,2,3
-,-,"book at hotel saint-louiner, i-city. no reservation costs. great rates.",-,-,-,57.94,Difficult,15th and 16th grade,17,10,2,3
-,-,"book at hotel saint-louiner, i-city. no reservation costs. great rates.",-,-,-,57.94,Difficult,15th and 16th grade,17,10,2,3
-,-,"book at hotel santa menia, i-coun. no reservation costs. great rates.",-,-,-,74.35,Easy,6th and 7th grade,16,11,2,3
-,-,"book at hotel santa menia, i-coun. no reservation costs. great rates.",-,-,-,74.35,Easy,6th and 7th grade,16,11,2,3
-,-,"book at hotel santa menia, i-coun. no reservation costs. great rates.",-,-,-,74.35,Easy,6th and 7th grade,16,11,2,3
-,-,"book a hotel near perris square, i-city. get instant confirmation.",-,-,-,49.48,Difficult,7th and 8th grade,18,10,2,3
-,-,"book a hotel near perris square, i-city. get instant confirmation.",-,-,-,49.48,Difficult,7th and 8th grade,18,10,2,3
-,-,"book a hotel near perris square, i-city. get instant confirmation.",-,-,-,49.48,Difficult,7th and 8th grade,18,10,2,3
-,-,"book at the solaman hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4
-,-,"book at the solaman hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4
-,-,"book at the solaman hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4
-,-,"book at hotel lancale city center, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,4
-,-,"book at hotel lancale city center, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,4
-,-,"book at hotel lancale city center, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,4
-,-,"book at the salace hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,"book at the salace hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,"book at the salace hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,"book at the grand hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,"book at the grand hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,"book at the grand hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,best rates or refund + $50 coupon. book your cordich hotel today!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,best rates or refund + $50 coupon. book your cordich hotel today!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,best rates or refund + $50 coupon. book your cordich hotel today!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Easy,8th and 9th grade,17,11,2,3
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Easy,8th and 9th grade,17,11,2,3
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Easy,8th and 9th grade,17,11,2,3
-,-,save with expedia's price guarantee. book a package to i-city.,-,-,-,57.94,Difficult,8th and 9th grade,17,10,2,3
-,-,save with expedia's price guarantee. book a package to i-city.,-,-,-,57.94,Difficult,8th and 9th grade,17,10,2,3
-,-,save with expedia's price guarantee. book a package to i-city.,-,-,-,57.94,Difficult,8th and 9th grade,17,10,2,3
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Easy,3th and 4th grade,16,11,2,3
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Easy,3th and 4th grade,16,11,2,3
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Easy,3th and 4th grade,16,11,2,3
-,-,"book at the sallort, i-city. no reservation costs. great rates.",-,-,-,74.86,Easy,6th and 7th grade,15,10,2,3
-,-,"book at the sallort, i-city. no reservation costs. great rates.",-,-,-,74.86,Easy,6th and 7th grade,15,10,2,3
-,-,"book at the sallort, i-city. no reservation costs. great rates.",-,-,-,74.86,Easy,6th and 7th grade,15,10,2,3
-,-,"best rates or refund + $50 coupon. save big on hotels in i-city, tn",-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3
-,-,"best rates or refund + $50 coupon. save big on hotels in i-city, tn",-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3
-,-,"best rates or refund + $50 coupon. save big on hotels in i-city, tn",-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3
-,-,best rates or refund +$50 coupon. book your cannon hotel today!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,best rates or refund +$50 coupon. book your cannon hotel today!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,best rates or refund +$50 coupon. book your cannon hotel today!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,"book at hotel le santo cana, i-city. no reservation costs. great rates.",-,-,-,73.85,Easy,7th and 8th grade,18,12,2,3
-,-,"book at hotel le santo cana, i-city. no reservation costs. great rates.",-,-,-,73.85,Easy,7th and 8th grade,18,12,2,3
-,-,"book at hotel le santo cana, i-city. no reservation costs. great rates.",-,-,-,73.85,Easy,7th and 8th grade,18,12,2,3
-,-,"book at the santorna, i-city. no reservation costs. great rates.",-,-,-,66.4,Standard,8th and 9th grade,16,10,2,3
-,-,"book at the santorna, i-city. no reservation costs. great rates.",-,-,-,66.4,Standard,8th and 9th grade,16,10,2,3
-,-,"book at the santorna, i-city. no reservation costs. great rates.",-,-,-,66.4,Standard,8th and 9th grade,16,10,2,3
-,-,"book at the grand hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,"book at the grand hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,"book at the grand hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,best rates or refund + $50 coupon. book your san franceshotel today!,-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,best rates or refund + $50 coupon. book your san franceshotel today!,-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,best rates or refund + $50 coupon. book your san franceshotel today!,-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,"book your hotel in i-city, i-city online. no reservation costs. great rates.",-,-,-,56.93,Difficult,6th and 7th grade,20,12,2,4
-,-,"book your hotel in i-city, i-city online. no reservation costs. great rates.",-,-,-,56.93,Difficult,6th and 7th grade,20,12,2,4
-,-,"book your hotel in i-city, i-city online. no reservation costs. great rates.",-,-,-,56.93,Difficult,6th and 7th grade,20,12,2,4
-,-,"book a hotel near six flags station, i-city. get instant confirmation.",-,-,-,57.43,Difficult,6th and 7th grade,19,11,2,3
-,-,"book a hotel near six flags station, i-city. get instant confirmation.",-,-,-,57.43,Difficult,6th and 7th grade,19,11,2,3
-,-,"book a hotel near six flags station, i-city. get instant confirmation.",-,-,-,57.43,Difficult,6th and 7th grade,19,11,2,3
-,-,"book at the golden hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,17,11,2,3
-,-,"book at the golden hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,17,11,2,3
-,-,"book at the golden hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Easy,8th and 9th grade,17,11,2,3
-,-,book your hotel in cancn online. no reservation costs. great rates.,-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,book your hotel in cancn online. no reservation costs. great rates.,-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,book your hotel in cancn online. no reservation costs. great rates.,-,-,-,74.35,Easy,8th and 9th grade,16,11,2,3
-,-,"book at the grovers royal hotel, i-city. no reservation costs. great rates!",-,-,-,73.85,Easy,6th and 7th grade,18,12,2,3
-,-,"book at the grovers royal hotel, i-city. no reservation costs. great rates!",-,-,-,73.85,Easy,6th and 7th grade,18,12,2,3
-,-,"book at the grovers royal hotel, i-city. no reservation costs. great rates!",-,-,-,73.85,Easy,6th and 7th grade,18,12,2,3
-,-,"book at thi channian hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4
-,-,"book at thi channian hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4
-,-,"book at thi channian hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4
-,-,"book your hotel in i-city, i-city online. no reservation costs. great rates.",-,-,-,56.93,Difficult,6th and 7th grade,20,12,2,4
-,-,"book your hotel in i-city, i-city online. no reservation costs. great rates.",-,-,-,56.93,Difficult,6th and 7th grade,20,12,2,4
-,-,"book your hotel in i-city, i-city online. no reservation costs. great rates.",-,-,-,56.93,Difficult,6th and 7th grade,20,12,2,4
-,-,book your hotel in iscity online. no reservation costs. great rates.,-,-,-,74.35,Easy,8th and 9th grade,17,11,2,3
-,-,book your hotel in iscity online. no reservation costs. great rates.,-,-,-,74.35,Easy,8th and 9th grade,17,11,2,3
-,-,book your hotel in iscity online. no reservation costs. great rates.,-,-,-,74.35,Easy,8th and 9th grade,17,11,2,3
-,-,book your hotel in corning online. no reservation costs. great rates.,-,-,-,74.35,Easy,6th and 7th grade,16,11,2,3
-,-,book your hotel in corning online. no reservation costs. great rates.,-,-,-,74.35,Easy,6th and 7th grade,16,11,2,3
-,-,book your hotel in corning online. no reservation costs. great rates.,-,-,-,74.35,Easy,6th and 7th grade,16,11,2,3
